社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
三和大樓,台北市中山區南京東路二段11號,25.0523055,121.5284519,11,16,500,,,,,商辦大樓,false
欣和世貿大樓,台北市松山區南京東路五段92號,25.0513084,121.56159,12,12,700,1,,,,商辦大樓,false
中華電信第七客網中心,台北市士林區中山北路六段53號,25.104222,121.5246082,5,1,700,1,,,,商辦大樓,false
國際貿易(南京東),台北市中山區南京東路二段20號,25.0518671,121.5288294,12,31,800,1,,,,商辦大樓,false
豪美大樓,台北市松山區南京東路五段102號,25.051225,121.5618381,10,25,700,1,,,,商辦大樓,false
軟橋裕花園,台北市北投區文林北路75巷67~73號,25.103452,121.517427,13,200,630,8,4,2017年,50.0,住宅社區,false
京站大樓(1),台北市大同區市民大道一段209號,25.049116,121.5185352,16,23,1500,1,,,,商辦大樓,false
中國大樓(A),台北市中山區南京東路二段36號,25.0518827,121.529378,11,12,1200,1,,,,商辦大樓,false
大千大樓,台北市松山區南京東路五段108號,25.0512148,121.5620716,15,13,1100,2,,,,商辦大樓,false
士林福庭,台北市北投區石牌路一段60、62、64號；石牌路一段58巷1號,25.1133659,121.5110706,7,166,496,8,8,1985年,56.64,住宅社區,false
京站大樓(2),台北市大同區市民大道一段211號,25.0493671,121.5185676,16,24,1500,1,,,,商辦大樓,false
中國大樓(B),台北市中山區南京東路二段38號,25.0518603,121.5295408,11,24,1200,1,,,,商辦大樓,false
南京名人大廈,台北市松山區南京東路五段145之1號、147巷1號,25.0516905,121.5618153,12,13,800,1,,,,商辦大樓,false
米高美社區,台北市北投區石牌路一段166巷26號,25.1140198,121.5137577,9,31,93,1,1,2015年,78.06,住宅社區,false
演奏家大樓,台北市大同區甘谷街10號,25.0527534,121.5113819,7,7,200,1,,,,商辦大樓,false
達美大樓,台北市中山區南京東路二段50號,25.0517979,121.52967,12,13,1070,1,,,,商辦大樓,false
南京白宮大樓,台北市松山區南京東路五段166號,25.0512729,121.563241,12,21,900,1,,,,商辦大樓,false
吉星大樓,台北市北投區溫泉路71號,25.1357104,121.5049209,7,388,1164,2,1,1975年,31.0,住宅社區,false
甘谷帝王之家大樓,台北市大同區甘谷街26號,25.0527477,121.5109153,8,8,200,1,,,,商辦大樓,false
三普大樓(三通大樓),台北市中山區南京東路二段69號,25.0522712,121.5305436,10,7,1170,1,,,,商辦大樓,false
國家企業中心大樓,台北市松山區南京東路五段188號,25.0510235,121.563625,16,91,4100,4,,,,商辦大樓,false
薇閣名廈,台北市北投區中央北路一段6號,25.13388,121.501271,11,34,102,1,1,1998年,42.2,住宅社區,false
國廷花園廣場,台北市大同區甘谷街35號,25.0530539,121.510798,16,37,700,2,,,,商辦大樓,false
謙信大樓(A),台北市中山區南京東路二段72號,25.0518589,121.5307203,11,11,1000,2,,,,商辦大樓,false
國泰南京大樓,台北市松山區南京東路五段202號,25.0512257,121.5647943,7,51,2500,2,,,,商辦大樓,false
御品行館,台北市北投區光明路195、197、199、201、203、205、207號,25.1360409,121.5035243,24,88,176,1,1,2018年,71.79,住宅社區,false
塔城大樓,台北市大同區塔城街64、66號,25.0529209,121.510202,10,27,900,1,,,,商辦大樓,false
謙信大樓(B),台北市中山區南京東路二段76號,25.0518701,121.5307688,11,24,1400,1,,,,商辦大樓,false
文山大樓,台北市松山區南京東路五段213號,25.0516728,121.5639647,9,13,900,1,,,,商辦大樓,false
御泉大廈,台北市北投區中和街20巷2號;中和街10號,25.1377921,121.5033935,13,159,477,2,1,2007年,56.13,住宅社區,false
新幹線大樓,台北市大同區民生西路240號,25.0568664,121.5143179,10,8,500,1,,,,商辦大樓,false
台肥大樓,台北市中山區南京東路二段88號,25.0517726,121.5311411,20,33,3400,2,,,,商辦大樓,false
東興大樓,台北市松山區南京東路五段222號,25.0509661,121.5652122,12,22,980,2,,,,商辦大樓,false
洲美社區,台北市北投區福美路215號,25.1002032,121.5046518,10~13,572,1487,40,11,2017年,23.0,住宅社區,false
台鳳雙星大樓,台北市大同區民生西路290號,25.0568676,121.5127668,10,8,1500,1,,,,商辦大樓,false
國家金融大樓,台北市中山區南京東路二段96號,25.0517929,121.5312876,12,22,700,1,,,,商辦大樓,false
京鷹商務大樓(1),台北市松山區南京東路五段223號,25.0516364,121.5643516,15,25,1100,,,,,商辦大樓,false
百福大廈,台北市北投區明德路157號,25.111017,121.520747,7,73,213,1,1,1978年,59.0,住宅社區,false
民德大樓(B座),台北市大同區民權西路106號,25.0626833,121.5172713,13,26,1200,1,,,,商辦大樓,false
幸運通商大樓,台北市中山區南京東路二段98號,25.0517523,121.5316562,12,11,1300,1,,,,商辦大樓,false
京鷹商務大樓(2),台北市松山區南京東路五段225號,25.0516295,121.5644155,15,18,800,,,,,商辦大樓,false
陽明山廈,台北市北投區中和街366號,25.1417863,121.4995017,19,299,897,4,2,1998年,42.3,住宅社區,false
大同世界辦公區,台北市大同區民權西路136號,25.0627354,121.5164841,18,56,700,2,,,,商辦大樓,false
新光人壽大樓,台北市中山區南京東路二段123號,25.0522705,121.5340115,16,25,2600,2,,,,商辦大樓,false
貝多芬大樓,台北市松山區南京東路五段316號,25.0510819,121.5680804,12,27,600,1,,,,商辦大樓,false
公園大廈,台北市北投區中山路1之7號,25.137362,121.510204,8,42,126,2,1,1978年,42.17,住宅社區,false
潤泰中山京鑚大樓,台北市大同區南京西路41號,25.0529272,121.5198509,15,61,1800,1,,,,商辦大樓,false
景綸大樓,台北市中山區南京東路二段160號,25.05173,121.534454,8,25,750,1,,,,商辦大樓,false
南京慶福大樓,台北市松山區南京東路五段328號,25.05108,121.568586,10,5,600,1,,,,商辦大樓,false
文化佳園,台北市北投區文化三路18號,25.1376839,121.4979562,8~10,198,594,11,11,1995年,46.34,住宅社區,false
新帝國大樓,台北市大同區南京西路36號,25.0526618,121.5196088,12,25,1000,1,,,,商辦大樓,false
南京大樓,台北市中山區南京東路二段165號,25.0523529,121.536099,8,14,400,1,,,,商辦大樓,false
劍橋世貿吉星,台北市松山區南京東路五段336號,25.051072,121.568922,12,13,1100,2,,,,商辦大樓,false
THEONE社區,台北市北投區致遠一路一段75、77、79號,25.1089281,121.5156245,8,21,63,1,1,2015年,61.9,住宅社區,false
新光人壽纖維大樓,台北市大同區南京西路217號,25.0539709,121.5109,10,10,900,1,,,,商辦大樓,false
新光南京科技,台北市中山區南京東路二段167號,25.0522629,121.5361525,15,9,1400,2,,,,商辦大樓,false
南京ic大樓,台北市松山區南京東路五段343號,25.0515702,121.5676837,11,37,900,1,,,,商辦大樓,false
新銳天下大廈,台北市內湖區東湖路7巷37號1樓,25.069872,121.612707,9,56,224,7,7,1989年,49.8,住宅社區,false
小西寧大樓,台北市大同區南京西路436號,25.0532707,121.5088679,10,8,650,1,,,,商辦大樓,false
廣福商業大樓,台北市中山區南京東路二段178號,25.0518054,121.5350793,14,19,1400,1,,,,商辦大樓,false
世電南京實業廣場,台北市松山區南京東路五段356號,25.0510985,121.5696912,15,26,1200,2,,,,商辦大樓,false
永泰金城A區,台北市內湖區東湖路118號,25.0680695,121.6160227,9,54,216,2,2,1996年,49.52,住宅社區,false
永租國際商業大樓,台北市大同區延平北路一段106之1號,25.052708,121.5117245,10,21,1000,1,,,,商辦大樓,false
國揚萬商大樓,台北市中山區南京東路二段206號,25.0518085,121.5353947,14,54,1800,2,,,,商辦大樓,false
南京商務大樓,台北市松山區南京東路五段399號,25.0515499,121.5696434,15,8,1400,1,,,,商辦大樓,false
大直梅莊,台北市內湖區文湖街21巷92弄2號,25.090024,121.560007,8,24,304,3,3,1994年,49.0,住宅社區,false
遠東ABC智慧大樓(1),台北市大同區承德路一段17號,25.0501343,121.5170607,20,41,1900,2,,,,商辦大樓,false
台北市進出口商業同業公會貿易大樓,台北市中山區南京東路三段65號,25.0521956,121.5384073,10,25,1300,,,,,商辦大樓,false
三寶敦化長春辦公大樓,台北市松山區長春路451號,25.054622,121.5476073,11,12,1200,2,,,,商辦大樓,false
忠泰大美,台北市內湖區文湖街31號,25.086609,121.5611418,15,59,154,4,1,2000年,67.0,住宅社區,false
遠東ABC智慧大樓(2),台北市大同區承德路一段17號,25.0501343,121.5170607,20,11,1600,1,,,,商辦大樓,false
華爾街之心大樓,台北市中山區南京東路三段77號,25.0521886,121.5386506,14,22,1000,1,,,,商辦大樓,false
敦北綠洲大廈A棟,台北市松山區長春路498、500、502、504、506、508號,25.0543583,121.5474376,7,15,400,2,,,,商辦大樓,false
德明翠庭社區,台北市內湖區文湖街81巷10~32號,25.0869997,121.5641702,11,125,370,5,5,1995年,54.0,住宅社區,false
金府大樓,台北市大同區承德路一段32號,25.0507164,121.5167369,12,13,800,1,,,,商辦大樓,false
國際南京大樓,台北市中山區南京東路三段103號,25.052252,121.539542,12,19,2200,1,,,,商辦大樓,false
中農科技大樓(1),台北市信義區東興路37、39號,25.0481144,121.5665322,11,22,2300,1,,,,商辦大樓,false
阿曼花園社區,台北市內湖區星雲街98號,25.0793016,121.5932035,12~14,110,440,6,3,2004年,71.82,住宅社區,false
龍德企業大樓,台北市大同區承德路一段35號,25.0511104,121.5173129,12,35,1600,1,,,,商辦大樓,false
金藏大樓,台北市中山區南京東路三段118號,25.0517104,121.5403302,12,21,700,,,,,商辦大樓,false
中農科技大樓(2),台北市信義區東興路41、43號,25.0478535,121.5666493,11,23,2100,1,,,,商辦大樓,false
力霸國鼎,台北市內湖區星雲街168巷35號,25.0799557,121.5971802,21,341,1023,4,1,1997年,57.0,住宅社區,false
中央金融大樓(1),台北市大同區承德路一段70號,25.0522451,121.5171685,18,16,1400,1,,,,商辦大樓,false
南京商業大樓(國泰樓),台北市中山區南京東路三段132、136號,25.0515352,121.540962,11,3,2000,1,,,,商辦大樓,false
中農科技大樓(3),台北市信義區東興路45、47、49、51號,25.0477518,121.5663743,11,44,2200,2,,,,商辦大樓,false
楓頌大直,台北市內湖區內湖路一段91巷55號B1,25.0888018,121.5623166,11,79,237,2,2,2004年,54.91,住宅社區,false
中央金融大樓(2),台北市大同區承德路一段70之1號,25.0522451,121.5171685,18,23,1400,1,,,,商辦大樓,false
德福大樓,台北市中山區南京東路三段189號,25.0520942,121.5421843,12,19,1150,1,,,,商辦大樓,false
中農科技大樓(4),台北市信義區東興路47、49號,25.0479083,121.5667028,11,34,1800,1,,,,商辦大樓,false
益大元墅,台北市內湖區內湖路一段91巷102號,25.0882984,121.5627384,7,12,50,1,1,2014年,70.22,住宅社區,false
建成公園大樓(1),台北市大同區承德路二段39號,25.0549924,121.5184133,11,6,250,1,,,,商辦大樓,false
宇宙大樓,台北市中山區南京東路三段201號,25.0521498,121.5426043,12,22,1000,1,,,,商辦大樓,false
中農科技大樓(5),台北市信義區東興路53、55號,25.0477315,121.5670419,11,23,900,1,,,,商辦大樓,false
治磐社區,台北市內湖區內湖路一段217巷10號,25.083763,121.563917,7,364,1092,13,13,1983年,49.57,住宅社區,false
建成公園大樓(2),台北市大同區承德路二段49號,25.0551966,121.5184167,11,6,250,1,,,,商辦大樓,false
大峰大樓,台北市中山區南京東路三段208、210號,25.051673,121.5431917,11,24,1100,1,,,,商辦大樓,false
中農科技大樓(6),台北市信義區東興路57、59號,25.047321,121.566457,11,25,900,1,,,,商辦大樓,false
治磐社區14棟,台北市內湖區內湖路一段217巷26號,25.083934,121.563853,7,28,84,1,1,1983年,49.57,住宅社區,false
東源承德大樓,台北市大同區承德路一段8號,25.050117,121.516481,12,20,1200,1,,,,商辦大樓,false
宏春大樓,台北市中山區南京東路三段219號,25.052128,121.5432529,11,10,1900,1,,,,商辦大樓,false
中農科技大樓(7),台北市信義區東興路61號,25.0469217,121.5666386,11,19,1000,1,,,,商辦大樓,false
治磐社區(7、13、15棟),台北市內湖區內湖路一段217巷10號,25.083763,121.563917,7,84,252,3,3,1983年,49.57,住宅社區,false
鉅龍大樓,台北市大同區承德路二段135號,25.057503,121.51845,12,7,500,1,,,,商辦大樓,false
富台大樓,台北市中山區建國北路一段15號,25.0469197,121.5370407,11,7,500,1,,,,商辦大樓,false
名門商業大樓,台北市信義區光復南路421號,25.0362432,121.5578244,12,17,700,1,,,,商辦大樓,false
天下雄關,台北市內湖區內湖路二段357號,25.0837693,121.5923078,18,106,318,4,2,1993年,62.0,住宅社區,false
承德星光大樓,台北市大同區承德路二段193號,25.0593384,121.5184248,12,22,1200,1,,,,商辦大樓,false
"建北大樓 ","台北市中山區建國北路一段38號 ",25.0474391,121.5362613,10,17,500,1,,,,商辦大樓,false
永馨大樓,台北市信義區光復南路429號,25.0359401,121.5576849,12,13,700,1,,,,商辦大樓,false
錦繡山林C棟,台北市內湖區內湖路三段60巷12弄71號,25.0890964,121.591778,16,49,195,2,1,1992年,46.0,住宅社區,false
承德捷運廣場,台北市大同區承德路二段215號,25.0599165,121.5184306,11,38,1000,1,,,,商辦大樓,false
其興商業大樓,台北市中山區建國北路一段58號,25.048605,121.5361128,9,11,800,1,,,,商辦大樓,false
太平洋商務中心A,台北市信義區光復南路495號,25.0324593,121.5576926,20,21,1800,2,,,,商辦大樓,false
麥帥新城D區,台北市內湖區行善路25巷8弄1、3、5、7號,25.0558309,121.575396,7~9,227,910,7,7,1998年,49.03,住宅社區,false
新光人壽承德大樓,台北市大同區承德路三段186號,25.069605,121.5181875,7,8,800,1,,,,商辦大樓,false
銀箭商業大樓,台北市中山區建國北路一段69號,25.0510977,121.5371845,12,11,400,1,,,,商辦大樓,false
太平洋商務中心B,台北市信義區光復南路497號,25.0334947,121.557692,14,22,1700,2,,,,商辦大樓,false
麥帥新城F區,台北市內湖區行善路59巷33號B1,25.0565935,121.5784304,8~9,164,629,5,5,1998年,45.0,住宅社區,false
台開承德大樓A棟,台北市大同區承德路三段224、226、228、230號,25.0721568,121.5183982,13,15,1080,,,,,商辦大樓,false
亞太通商大樓,台北市中山區建國北路一段80號,25.0494653,121.5362764,13,15,1700,,,,,商辦大樓,false
比佛利大樓,台北市信義區光復南路547號,25.031695,121.5576495,15,21,800,1,,,,商辦大樓,false
琉森花園琉森館,台北市內湖區行善路333巷88號,25.0606651,121.5862831,9,16,48,1,1,2009年,65.57,住宅社區,false
台開承德大樓B棟,台北市大同區承德路三段230、232、234、236號,25.0724842,121.5185867,13,16,1020,,,,,商辦大樓,false
台証金融大樓,台北市中山區建國北路一段96號,25.0503013,121.536327,13,21,800,2,,,,商辦大樓,false
揚昇忠孝大樓,台北市信義區忠孝東路四段563號,25.04154,121.564254,17,28,3100,2,,,,商辦大樓,false
台北市行善大廈C區,台北市內湖區行善路57號B1,25.05742,121.5775419,8,163,652,5,5,1998年,45.0,住宅社區,false
台開承德大樓C棟,台北市大同區承德路三段238、240、242號,25.0725163,121.5184902,13,7,1100,,,,,商辦大樓,false
南京世家,台北市中山區建國北路一段148號,25.0513381,121.536396,12,7,450,1,,,,商辦大樓,false
EAT國際大樓(A),台北市信義區忠孝東路五段457號,25.0410202,121.5771111,11,5,600,1,,,,商辦大樓,false
寵愛一生大廈,台北市內湖區康樂街136巷3弄12-26號,25.072487,121.6188864,9,59,236,1,1,1996年,40.0,住宅社區,false
台開承德大樓D棟,台北市大同區承德路三段244、246、248號,25.0728937,121.5186512,13,7,1100,,,,,商辦大樓,false
南京世紀大樓,台北市中山區建國北路二段3巷15號,25.052628,121.537655,9,20,1870,1,,,,商辦大樓,false
EAT國際大樓(B),台北市信義區忠孝東路五段459號,25.041154,121.5765114,11,2,500,1,,,,商辦大樓,false
吉祥居社區,台北市內湖區康樂街1363巷18弄19號,25.0809452,121.6241152,14,144,450,4,2,2013年,52.9,住宅社區,false
中華電信大龍峒服務中心,台北市大同區承德路三段249號,25.071402,121.518832,5,1,800,1,,,,商辦大樓,false
新光產物保險大樓(台北),台北市中山區建國北路二段15號,25.053807,121.5371957,12,3,1800,,,,,商辦大樓,false
EAT國際大樓(C),台北市信義區忠孝東路五段461號,25.0411747,121.5761794,11,5,500,1,,,,商辦大樓,false
大湖春秋,台北市內湖區大湖山莊街148號、148號之1,25.0861936,121.6014977,14,48,160,2,2,2004年,74.0,住宅社區,false
實益大樓,台北市大同區長安西路70號,25.0502498,121.5194913,10,15,400,1,,,,商辦大樓,false
新第建國北商業大樓,台北市中山區建國北路二段65號,25.0559164,121.5372332,11,21,800,1,,,,商辦大樓,false
EAT國際大樓(D),台北市信義區忠孝東路五段463號,25.0410328,121.5771193,11,0,500,1,,,,商辦大樓,false
湖邦新第大廈No.2,台北市內湖區大湖山莊街204號、232號,25.088448,121.598504,8,126,378,2,2,1993年,52.0,住宅社區,false
長安香檳大樓,台北市大同區長安西路205號,25.0519816,121.5127934,11,22,700,1,,,,商辦大樓,false
文經大樓,台北市中山區建國北路二段66號,25.0544753,121.536456,12,29,1000,,,,,商辦大樓,false
EAT國際大樓(E),台北市信義區忠孝東路五段465號,25.0410327,121.5771219,11,0,500,1,,,,商辦大樓,false
翔譽愛力,台北市內湖區新明路428巷1號,25.05456,121.57951,20,166,664,2,1,2019年,58.76,住宅社區,false
盛揚富豪大樓,台北市大同區長安西路342號,25.0519359,121.5102772,12,11,800,1,,,,商辦大樓,false
欣蘭大樓,台北市中山區建國北路二段85號,25.0583889,121.53737,13,14,1000,1,,,,商辦大樓,false
EAT國際大樓(F),台北市信義區忠孝東路五段467號,25.0410326,121.5771245,11,0,500,1,,,,商辦大樓,false
民權大地,台北市內湖區民權東路六段228、230號,25.0665916,121.5999117,10,46,138,2,2,2010年,52.49,住宅社區,false
名城商業大樓,台北市大同區重慶北路一段1號,25.049577,121.513627,11,15,800,1,,,,商辦大樓,false
環球功祥大廈,台北市中山區建國北路二段86、88號,25.0560217,121.5364594,12,21,1100,1,,,,商辦大樓,false
世貿IC大樓A,台北市信義區忠孝東路五段482號,25.040611,121.578042,17,50,1500,,,,,商辦大樓,false
凱旋門,台北市內湖區民權東路六段280巷21號,25.0712381,121.6061074,9,78,234,3,2,1997年,55.63,住宅社區,false
美崙大樓,台北市大同區重慶北路二段67號,25.0557914,121.5142025,12,12,400,1,,,,商辦大樓,false
環球世達大樓,台北市中山區建國北路二段90號,25.0565505,121.5364614,12,27,700,1,,,,商辦大樓,false
世貿IC大樓B,台北市信義區松山路421號,25.0405772,121.5780537,17,33,1600,,,,,商辦大樓,false
西湖美人,台北市內湖區環山路一段24巷10號,25.0844002,121.5649832,10,48,144,1,2,1995年,58.4,住宅社區,false
企業新都心大樓,台北市大同區重慶北路二段117號,25.05754,121.513895,12,15,350,1,,,,商辦大樓,false
喜來登商業大樓,台北市中山區建國北路二段99號,25.0589474,121.53733,14,8,600,1,,,,商辦大樓,false
信義凱悅大樓,台北市信義區忠孝東路五段800號,25.0438132,121.5818938,13,29,1100,1,,,,商辦大樓,false
湖適,台北市內湖區成功路二段472~480號及486巷2~14號,25.0727068,121.5895535,12,228,684,10,6,1998年,50.0,住宅社區,false
向陽商業大樓,台北市大同區重慶北路三段199號,25.0697731,121.5140124,12,10,600,1,,,,商辦大樓,false
向陽福第商業大樓(1),台北市中山區建國北路二段119、121號,25.059624,121.537345,12,12,600,1,,,,商辦大樓,false
金帝大樓,台北市信義區忠孝東路五段17號,25.041356,121.565571,12,21,600,1,,,,商辦大樓,false
宏泰新象,台北市內湖區成功路四段30巷28弄1號B2,25.0827209,121.591925,8、13,256,768,7,7,1994年,68.0,住宅社區,false
建信商業大樓,台北市大同區重慶北路三段276號,25.0721985,121.513566,11,11,700,1,,,,商辦大樓,false
向陽福第商業大樓(2),台北市中山區建國北路二段123、125號,25.0597595,121.5374131,12,13,600,1,,,,商辦大樓,false
家美國際金融大樓(1),台北市信義區忠孝東路五段508號,25.0407511,121.5785569,28,102,800,,,,,商辦大樓,false
東湖捷運我的家,台北市內湖區民權東路六段280巷155弄213號,25.0684869,121.6098091,11,100,300,4,2,1997年,50.0,住宅社區,false
震欣大樓,台北市大同區重慶北路三段338號,25.0760604,121.5136433,10,6,200,1,,,,商辦大樓,false
向陽福第商業大樓(3),台北市中山區建國北路二段127、129號,25.0599515,121.5373436,12,12,600,1,,,,商辦大樓,false
家美國際金融大樓(2),台北市信義區忠孝東路五段510號,25.041154,121.578971,28,102,800,,,,,商辦大樓,false
文德大廈,台北市內湖區文德路50號,25.0784213,121.5809266,12,96,288,2,1,1984年,47.36,住宅社區,false
龍門大廈,台北市大同區鄭州路119號；塔城街7號,25.0503329,121.51099,17,33,1000,2,,,,商辦大樓,false
中華電信台北北區服務中心,台北市中山區建國北路二段216號,25.0606403,121.5365875,6,1,1000,1,,,,商辦大樓,false
任遠忠孝大樓,台北市信義區忠孝東路五段550號,25.041785,121.579925,15,23,1400,2,,,,商辦大樓,false
內湖瑞光社區,台北市內湖區文德路22巷71號,25.0749117,121.5807065,7,1107,3485,41,41,1984年,50.22,住宅社區,false
景輝大樓(1),台北市大同區西寧北路70之1號,25.0538796,121.5086293,11,12,450,1,,,,商辦大樓,false
三進大樓,台北市中山區新生北路二段31之1號,25.0542013,121.5278274,12,62,900,1,,,,商辦大樓,false
任遠永春大樓,台北市信義區忠孝東路五段689號,25.0422993,121.5799534,9,7,900,1,,,,商辦大樓,false
合康捷境大廈,台北市內湖區金豐街58號,25.0656267,121.5871708,11,91,364,1,2,2011年,53.32,住宅社區,false
景輝大樓(2),台北市大同區貴德街32號,25.053943,121.508103,11,7,350,1,,,,商辦大樓,false
百年中山大廈,台北市中山區新生北路二段73號,25.0566811,121.527862,7,12,400,1,,,,商辦大樓,false
太平第一大樓,台北市信義區忠孝東路四段550號,25.040801,121.5631753,12,4,1800,2,,,,商辦大樓,false
綠之湖,台北市內湖區安泰街87號,25.076673,121.616796,7~10,72,216,3,3,2008年,38.0,住宅社區,false
永記商業大樓,台北市大同區西寧北路78號,25.0544192,121.5086734,9,12,500,1,,,,商辦大樓,false
三盟商業大樓(A),台北市中山區農安街26號,25.064809,121.5262155,12,7,500,1,,,,商辦大樓,false
龍邦星鑽大樓,台北市信義區松山路130號,25.0475429,121.577583,12,23,1200,2,,,,商辦大樓,false
大湖晴山,台北市內湖區安泰街114巷19、21號,25.0776469,121.6164627,9,38,114,2,2,2009年,40.68,住宅社區,false
安樂大樓,台北市大同區西寧北路83號,25.056222,121.509194,12,16,550,1,,,,商辦大樓,false
三盟商業大樓(B),台北市中山區農安街26號之2,25.0647867,121.5258998,12,1,400,1,,,,商辦大樓,false
唐城松山大樓,台北市信義區松山路132號,25.0475114,121.5775768,11,9,1400,1,,,,商辦大樓,false
力行新城忠孝社區,台北市中山區通北街93號B1,25.083205,121.53866,9,100,300,6,6,1999年,51.8,住宅社區,false
永樂實業大樓,台北市大同區迪化街一段48、50號；迪化街一段46巷3號,25.0551047,121.5100372,12,20,600,1,,,,商辦大樓,false
台北企業家大樓(A),台北市中山區復興北路2號,25.047918,121.5437006,14,47,2500,1,,,,商辦大樓,false
台灣中油大樓,台北市信義區松仁路3號,25.039485,121.569184,23,6,3000,10,,,,商辦大樓,false
力行新城信義社區,台北市中山區通北街130號B1,25.084174,121.537801,9,280,1120,7,7,1999年,46.62,住宅社區,false
企業都心,台北市大同區寧夏路155號,25.0613805,121.5142888,9,8,300,1,,,,商辦大樓,false
台北企業家大樓(B),台北市中山區復興北路6號,25.0479138,121.5437049,14,50,2500,1,,,,商辦大樓,false
新光信義金融大樓,台北市信義區松仁路32號,25.0387163,121.5682107,21,23,3700,4,,,,商辦大樓,false
大直花園公寓大廈,台北市中山區通北街121、123號,25.0842829,121.538006,8,58,232,6,4,2001年,67.0,住宅社區,false
富鼎天下大樓,台北市大同區環河北路二段111號,25.0664448,121.5090769,8,15,500,,,,,商辦大樓,false
德昇商業大樓,台北市中山區復興北路38號,25.0493162,121.5437528,12,28,1600,1,,,,商辦大樓,false
宏泰交易廣場(1號),台北市信義區松仁路89號,25.037165,121.5687473,18,53,3800,10,,,,商辦大樓,false
明水悅,台北市中山區明水路636號,25.0828894,121.5512512,9,167,501,3,1,2008年,67.0,住宅社區,false
衡陽公園大樓,台北市中正區衡陽路6號,25.042208,121.513777,8,15,400,1,,,,商辦大樓,false
