社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
十興大樓,新竹縣竹北市莊敬三路78號,24.8231597,121.025505,6,4,300,1,,,,商辦大樓,false
富米商業大樓,新竹縣竹北市光明九路31號,24.8237303,121.0121946,6,10,500,1,,,,商辦大樓,false
宗達商業大樓(1),新竹縣竹北市縣政三街27號,24.823905,121.0131472,6,8,350,1,,,,商辦大樓,false
宗達商業大樓(2),新竹縣竹北市縣政三街29、31號,24.823934,121.0132478,6,8,350,1,,,,商辦大樓,false
萬明大樓,新竹縣竹東鎮中興路四段830號,24.7778814,121.0326003,10,7,700,1,,,,商辦大樓,false
新自由大樓,新竹市東區自由路67、69號,24.8129901,120.9806658,11,28,1300,1,,,,商辦大樓,false
和風科技園區,新竹市東區東美路89號,24.8019054,121.0008978,11,9,800,2,,,,商辦大樓,false
和風東美園區,新竹市東區東美路91巷3、5號,24.8023901,121.0013555,12,15,750,2,,,,商辦大樓,false
正群工商大樓,新竹市東區東光路55號,24.8029417,120.9867629,10,32,200,2,,,,商辦大樓,false
中正大樓,新竹縣竹北市中正東路371巷3號4樓,24.8357847,121.0104647,12,96,144,4,3,1997年,12.0,住宅社區,false
山燕科技大樓,新竹市東區東光路192號,24.8062515,120.9864308,10,28,250,3,,,,商辦大樓,false
昌益四季,新竹縣竹北市博愛街533之1號,24.8399002,121.0110595,10,170,510,9,9,2002年,19.0,住宅社區,false
站前晶華大廈,新竹市東區中正路22號,24.803147,120.97149,12,8,150,1,,,,商辦大樓,false
爵士悅,新竹縣竹北市光明九路8號,24.8228785,121.0146256,14,346,1038,12,12,2006年,19.0,住宅社區,false
中華電信(股)新竹營運處,新竹市東區中正路105號,24.8071388,120.9680268,10,2,70,2,,,,商辦大樓,false
鎏金,新竹縣竹北市文興路163號,24.8160927,121.0179619,19,175,700,10,5,2011年,21.0,住宅社區,false
中華電信(股)三民大樓,新竹市東區北大路89號,24.811242,120.970851,7,1,50,1,,,,商辦大樓,false
賦格律,新竹縣竹北市文興路193號,24.8159582,121.0185712,19、22,192,968,10,5,2016年,22.0,住宅社區,false
新竹大樓,新竹市東區中央路189號,24.8086788,120.9735433,7,7,800,1,,,,商辦大樓,false
雙翼大廈,新竹縣竹北市復興二路229號,24.8096091,121.0385073,11,242,726,2,1,2008年,25.0,住宅社區,false
國際經貿公寓大樓,新竹市東區自由路111、113號,24.8142431,120.9796586,12,14,800,1,,,,商辦大樓,false
中正傳家寶,新竹縣竹北市新興路27巷1號3樓,24.8435,120.994091,8,73,292,4,4,1994年,12.0,住宅社區,false
藍海全球運籌總部,新竹市東區關新路27號,24.7847585,121.0179872,18,69,1800,2,,,,商辦大樓,false
台科晶品,新竹縣竹北市福興一路20號,24.8256342,121.004712,15,207,621,5,3,2011年,21.0,住宅社區,false
詠倡科技園區,新竹市東區公道五路二段83號,24.7978201,121.0071431,7,15,700,2,,,,商辦大樓,false
大任晶華,新竹縣竹北市光明九路68號,24.8250661,121.0101232,9,61,183,1,1,2007年,29.0,住宅社區,false
MIT幻象科技總部,新竹市東區公道五路二段120號,24.7986191,121.007316,14,34,1900,3,,,,商辦大樓,false
宏觀大器,新竹縣竹北市六家五路二段210號,24.801862,121.037161,24,361,1083,9,3,2012年,24.0,住宅社區,false
中壽新竹科技大樓,新竹市東區公道五路二段156號,24.7993257,121.0061,11,17,2000,2,,,,商辦大樓,false
公園城,新竹縣竹北市十興路305巷2號,24.8331629,121.0231593,10、11,193,579,6,6,1993年,14.0,住宅社區,false
富貴大樓,新竹市東區林森路149號,24.7997344,120.9655031,12,1,600,1,,,,商辦大樓,false
時代花園大廈,新竹縣竹北市十興路一段540號,24.827298,121.0311163,24,137,411,2,2,2014年,29.0,住宅社區,false
世紀大亨大樓,新竹市東區林森路203號,24.7986702,120.9641228,12,5,500,1,,,,商辦大樓,false
一景,新竹縣竹北市十興路二段135號,24.8236324,121.0362207,45,139,417,5,3,2019年,25.0,住宅社區,false
帝國經貿大樓,新竹市東區光復路二段295號,24.7999068,120.9891533,23,82,2800,2,,,,商辦大樓,false
IS社區,新竹縣竹北市十興五街120之1號,24.824302,121.0364425,28,108,324,4,2,2016年,25.0,住宅社區,false
青雲財經大樓,新竹市東區光復路二段322號,24.7958135,120.9983994,12,8,2000,1,,,,商辦大樓,false
凡賽斯花園,新竹縣竹北市新光一街50號,24.8375979,120.9971034,65,145,580,4,5,2015年,18.0,住宅社區,false
清華資訊大樓,新竹市東區光復路二段350號,24.7963655,120.9977616,7,8,600,1,,,,商辦大樓,false
親親人子,新竹縣竹北市惟馨街68號,24.8379293,121.0194797,30,120,360,6,3,2015年,27.0,住宅社區,false
德安科技園區(一期),新竹市東區光復路二段二巷47、49、51、53號,24.7936782,121.0061954,10,26,3300,7,,,,商辦大樓,false
夢想之驛,新竹縣竹北市新和路2號,24.8396885,121.008149,14,80,240,3,2,2016年,21.0,住宅社區,false
名星財經天下大樓,新竹市東區民生路193號,24.8115154,120.9757929,12,10,1200,1,,,,商辦大樓,false
城峰,新竹縣竹北市中央路183號,24.8382068,121.0008393,15,49,196,2,2,2015年,18.0,住宅社區,false
欣蕾舞蹈藝術中心大樓,新竹市東區民族路36號,24.804859,120.972911,6,5,350,1,,,,商辦大樓,false
富宇學學,新竹縣竹北市中央路219號,24.8385883,121.0004106,14,112,448,4,2,2018年,20.0,住宅社區,false
德泰科技大樓,新竹市東區新安路6、8號,24.7819355,121.0044398,8,9,800,6,,,,商辦大樓,false
上城,新竹縣竹北市新瀧一街5號,24.8333005,121.0234768,14~24,173,519,4,2,2016年,19.0,住宅社區,false
科技聯合大樓,新竹市東區科技路5號,24.7830661,121.0043805,8,8,800,2,,,,商辦大樓,false
臻愛竹北B區,新竹縣竹北市日興一街52號1樓,24.813936,121.0355321,13,126,378,5,5,2008年,18.0,住宅社區,false
上銓光纖通信股份有限公司,新竹市東區新竹科學園區展業二路18號,24.7832129,121.0006233,7,3,750,1,,,,商辦大樓,false
名發三境社區,新竹縣竹北市嘉興一街2、6、8號,24.823415,121.032674,10~14,83,249,4,2,2013年,24.0,住宅社區,false
聯合大樓,新竹市北區中華路三段9號,24.7969453,120.9634278,16,45,350,2,,,,商辦大樓,false
上境,新竹縣竹北市嘉興二街53號,24.8240509,121.0347639,28,108,324,4,2,2014年,24.0,住宅社區,false
國泰世華大樓(新竹),新竹市北區北大路307號,24.8062624,120.9627978,16,24,1000,3,,,,商辦大樓,false
禾美社區,新竹縣竹北市嘉興三街26號,24.8232238,121.0350821,14,275,825,8,4,2018年,22.0,住宅社區,false
新竹北大大樓,新竹市北區北大路457號,24.8020044,120.9601581,12,1,500,1,,,,商辦大樓,false
青禾,新竹縣竹北市嘉興路338巷22號,24.8197247,121.0311412,12,136,408,6,3,2014年,22.0,住宅社區,false
世貿帝國公寓大樓,新竹市北區經國路二段56號,24.8128836,120.9656679,12,15,600,1,,,,商辦大樓,false
富宇君品,新竹縣竹北市三民路156之1號,24.832963,121.0147197,14,109,330,6,3,2016年,26.0,住宅社區,false
世貿經國商業大樓,新竹市北區經國路二段62號,24.8127299,120.9653656,14,7,400,1,,,,商辦大樓,false
人間琉璃,新竹縣竹北市自強北路66號,24.8210961,121.0296718,13、14,95,285,4,4,2006年,20.0,住宅社區,false
東陞金融大樓(1),新竹市北區東大路二段76號,24.8136931,120.9681824,12,15,450,1,,,,商辦大樓,false
嬉遊記,新竹縣竹北市光明六路811號,24.8331077,121.0003861,7,81,243,6,6,2005年,21.0,住宅社區,false
東陞金融大樓(2),新竹市北區經國路一段675號,24.8136651,120.96828,12,16,500,1,,,,商辦大樓,false
御寶,新竹縣竹北市華興三街35號,24.8377855,120.998248,14,153,612,6,3,2018年,18.5,住宅社區,false
水晶華廈公寓大廈,新竹市北區光華街93號,24.817768,120.971932,7,10,500,1,,,,商辦大樓,false
才高八斗,新竹縣竹北市華興街70號,24.84233,121.003836,8,131,524,8,8,1995年,14.0,住宅社區,false
竹一大樓,新竹市北區中正路107號,24.8073371,120.967869,11,29,900,2,,,,商辦大樓,false
涓建筑,新竹縣竹北市社崙街11號,24.83556,120.9986484,15,113,339,4,2,2015年,21.0,住宅社區,false
鴻濱天觀大樓,新竹市北區中正路158號,24.8096008,120.9664345,12,9,600,1,,,,商辦大樓,false
轟動天廈,新竹縣竹北市民權街17巷5號,24.8338334,121.0128596,19,302,906,6,3,1995年,15.0,住宅社區,false
東新大樓,新竹市北區四維路15號,24.7982055,120.9627316,8,6,400,1,,,,商辦大樓,false
碧友富貴,新竹縣竹北市新工五路11號,24.848284,121.004554,10,241,723,7,3,2014年,18.0,住宅社區,false
聯合科技大樓,新竹市香山區中華路四段518號,24.7896704,120.9313423,10,8,500,1,,,,商辦大樓,false
臻愛香榭,新竹縣竹北市莊敬五街58號,24.8221975,121.0266474,15,412,1236,14,14,2005年,21.0,住宅社區,false
遠雄文華匯,新竹縣竹北市縣政二路南段70號/72號,24.8193301,121.0118724,17,194,582,4,2,2018年,29.45,住宅社區,false
寶佳桂冠,新竹縣竹北市成功一街71號,24.8203458,121.0246185,14,162,486,6,6,2004年,21.0,住宅社區,false
日安巴黎,新竹縣竹北市成功一街75號,24.8202238,121.0250406,12,125,375,6,6,2006年,21.7,住宅社區,false
九龍世第成功社區,新竹縣竹北市成功十五街46號,24.8117052,121.0211805,12,72,288,2,1,2011年,21.0,住宅社區,false
精工禪,新竹縣竹北市嘉勤北路75號,24.8279945,121.019049,12,88,264,3,3,2006年,21.0,住宅社區,false
群新墨客,新竹縣竹北市隘口一街230號,24.8040233,121.0424175,12,92,276,4,2,2006年,27.0,住宅社區,false
好fun,新竹縣竹北市隘口六街159號,24.8015381,121.0363935,8、9,194,585,8,5,2008年,19.75,住宅社區,false
臻愛竹北A區,新竹縣竹北市隘口六街182號,24.8011395,121.0363901,36,78,234,3,3,2007年,22.0,住宅社區,false
臻觀,新竹縣竹北市隘口六街208號1樓,24.800952,121.03699,44,112,336,3,3,2015年,23.0,住宅社區,false
蘋果學苑,新竹縣竹北市文化街16巷11號,24.8360684,121.0177059,13,134,576,5,5,2005年,17.0,住宅社區,false
煙波VOHA,新竹縣竹東鎮興農街157號,24.7420321,121.0896286,52,99,396,3,4,2018年,16.0,住宅社區,false
日出,新竹縣竹東鎮北興路三段578號1樓,24.7497884,121.0803995,72,150,450,6,6,2008年,11.0,住宅社區,false
世界大同,新竹縣竹東鎮世界街61號,24.7367163,121.0851089,8,160,640,5,5,1997年,8.0,住宅社區,false
藏音樓,新竹市香山區牛埔東路251巷33號,24.7952927,120.9441323,10,93,372,5,5,2004年,17.0,住宅社區,false
歡喜成家,新竹市香山區香北路166號,24.79101,120.925882,7、8,139,556,8,8,1998年,13.0,住宅社區,false
綠水晶,新竹市香山區經國路三段73巷5號,24.7985796,120.9536234,52,102,312,4,4,1998年,18.0,住宅社區,false
樂巢代,新竹市香山區東華路7號,24.7939794,120.9451373,15,229,687,6,6,2015年,20.0,住宅社區,false
樂高,新竹市香山區延平路二段385號,24.807962,120.9330049,8,138,552,7,4,2019年,16.45,住宅社區,false
美麗湖畔,新竹市東區明湖路446之4號3樓,24.7841454,120.9674298,7,55,220,3,3,1996年,13.0,住宅社區,false
新高居易,新竹市東區中華路二段3號13樓,24.809232,120.983359,12,101,404,4,2,1999年,16.7,住宅社區,false
達爾文の森,新竹市東區忠孝路27巷10號,24.8018118,120.9901209,10,99,396,4,4,2014年,21.0,住宅社區,false
光復國宅,新竹市東區建新路52號,24.798475,120.9972941,15,502,1506,17,9,1998年,20.0,住宅社區,false
"MY CITY",新竹市東區中央路245巷58號,24.8100689,120.976272,11,84,2,2,1,2004年,27.0,住宅社區,false
雲門天廈,新竹市東區經國路一段528號,24.8146098,120.9765166,20,210,630,8,4,1997年,19.0,住宅社區,false
椰城社區,新竹市東區光復路一段89巷123之2號,24.7787093,121.0250759,14,325,975,9,9,2000年,21.0,住宅社區,false
和風大樓,新竹市東區光復路一段270號,24.7822993,121.0201851,18,108,324,4,2,1997年,18.0,住宅社區,false
進化論,新竹市東區光復路一段544巷118號,24.788998,121.011984,14,77,231,2,2,2013年,22.0,住宅社區,false
1極,新竹市東區關新路188號,24.787393,121.0200303,24,339,1017,6,7,2012年,32.0,住宅社區,false
曼特寧社區,新竹市東區關新東路106、108、110、112、116、118號,24.7831699,121.0195888,9,47,141,2,1,2014年,27.0,住宅社區,false
昕奕居,新竹市東區新竹市東區仁義街26、28號,24.8067853,120.9723832,20,39,169,2,1,2014年,36.0,住宅社區,false
芳琳居,新竹市東區金山二十五街111號,24.7742799,121.0263041,8,120,200,2,1,2011年,21.0,住宅社區,false
新巢代,新竹市東區埔頂三路160號,24.7924553,121.008846,15,139,417,4,2,2012年,30.0,住宅社區,false
昌禾沐曦,新竹市東區田美三街5巷33號,24.8148801,120.9760633,11,45,135,2,2,2013年,26.0,住宅社區,false
星築SOGO,新竹市東區東大路一段39巷33號,24.8025573,120.9746209,9,161,473,2,1,2008年,31.0,住宅社區,false
空軍三村國宅A區,新竹市北區東大路二段172巷1弄9號2樓,24.816568,120.965873,10,272,816,14,8,1998年,14.0,住宅社區,false
第一村第一區,新竹市北區東大路二段194號1號,24.8171778,120.9647168,11,117,351,6,3,2004年,16.0,住宅社區,false
第一村第五區,新竹市北區武陵路73巷17號,24.8190421,120.9652584,9~11,119,357,6,6,2004年,15.0,住宅社區,false
東大Hola,新竹市北區東大路三段326號,24.8345195,120.9465892,128,236,708,16,16,2016年,18.0,住宅社區,false
淳美學,新竹市北區東大路二段406號,24.8196894,120.9616571,15,65,195,3,4,2014年,23.0,住宅社區,false
"SOGO 123",新竹市北區中華路三段10號,24.7972386,120.9631209,14,331,993,3,1,2000年,16.0,住宅社區,false
首Go,新竹市北區聖軍路132號,24.8437751,120.930397,14,55,165,2,1,2016年,18.0,住宅社區,false
夢想家,新竹市北區天府路一段62號,24.833681,120.9461928,7、9,60,180,2,2,2019年,18.0,住宅社區,false
J王子,新竹市北區榮濱南路72巷22號,24.8336307,120.9271326,15,84,252,2,2,2020年,16.0,住宅社區,false
昌益小雅,新竹市北區西大路709巷11號,24.8113362,120.9556073,22,176,528,2,2,1992年,12.0,住宅社區,false
市中心,新竹市北區延平路一段389號,24.804932,120.9489375,42,80,240,4,4,2015年,22.0,住宅社區,false
昌益臻品,新竹市北區水田里16鄰中正路296之1號,24.8129162,120.9639948,9,99,297,6,6,1999年,19.0,住宅社區,false
吉第大樓,新竹市北區經國路一段329號,24.8146758,120.9818983,13,47,141,2,1,1996年,20.0,住宅社區,false
鴻硯,新竹市北區經國路二段438巷13號1樓之1,24.806447,120.9552098,15,61,183,2,1,2013年,27.0,住宅社區,false
昌益寶璽,新竹市北區和平路88之9號1樓,24.80905,120.9554842,10,116,348,6,6,2000年,19.0,住宅社區,false
台元科技園區B棟(第一期),新竹縣竹北市台元街20號,24.840277,121.01229,6,7,600,2,,,,商辦大樓,false
台元科技園區C棟(第一期),新竹縣竹北市台元街22號,24.840712,121.012749,7,9,700,2,,,,商辦大樓,false
台元科技園區D棟(第一期),新竹縣竹北市台元街26號,24.8415963,121.0128205,8,18,1200,3,,,,商辦大樓,false
台元科技園區E1棟(第一期),新竹縣竹北市台元街28號,24.842188,121.013649,7,13,700,1,,,,商辦大樓,false
台元科技園區E2棟(第一期),新竹縣竹北市台元街28之一號,24.842097,121.013829,7,14,700,1,,,,商辦大樓,false
台元科技園區F棟(第一期),新竹縣竹北市台元街30號,24.8425341,121.013981,6,19,1200,2,,,,商辦大樓,false
台元科技園區I棟(第二期),新竹縣竹北市台元街32號,24.8430411,121.016416,8,15,700,2,,,,商辦大樓,false
台元科技園區J棟(第二期),新竹縣竹北市台元街36號,24.8428815,121.0170381,10,26,1500,2,,,,商辦大樓,false
台元科技園區K棟(第二期),新竹縣竹北市台元街38號,24.842417,121.017649,8,56,2200,2,,,,商辦大樓,false
台元科技園區M1棟(第三期),新竹縣竹北市台元一街5之1、5之2、5之3、5之4、5之5、5之6、5之7、5之8、5之9號,24.8415851,121.018011,13,15,750,2,,,,商辦大樓,false
