社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
新光人壽屏東大樓,屏東縣屏東市自由路188號,22.6698646,120.4945596,10,10,1800,1,,,,商辦大樓,false
新光人壽潮州大樓,屏東縣潮州鎮延平路206號,22.556625,120.540791,7,5,1200,1,,,,商辦大樓,false
