社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
中正同心名廈,高雄市苓雅區武廟路131號,22.630975,120.327104,12,44,154,2,1,1990年,16.08,住宅社區,false
寶成企業大樓A棟,高雄市前鎮區民權二路6號,22.6050965,120.3095467,37,68,1800,4,,,,商辦大樓,false
中正山水大廈,高雄市苓雅區武廟路207號,22.6315733,120.3237356,84,162,924,7,7,1986年,14.0,住宅社區,false
寶成企業大樓B棟,高雄市前鎮區民權二路8號,22.6049418,120.3095738,37,72,2000,4,,,,商辦大樓,false
聯宏三多大廈,高雄市苓雅區自強三路52-2號,22.612965,120.300648,9,107,428,2,1,1977年,11.0,住宅社區,false
國家藝術廣場,高雄市前鎮區民權二路380號,22.610765,120.3140065,24,55,2000,2,,,,商辦大樓,false
新光諾貝爾,高雄市苓雅區新光路62巷18號1樓,22.611944,120.301134,35,1472,5888,32,16,1997年,13.0,住宅社區,false
財經哲園,高雄市前鎮區民權二路456號,22.612749,120.31455,7,17,800,1,,,,商辦大樓,false
聯宏成功大樓,高雄市苓雅區新光路126號,22.6108623,120.2998928,24,120,360,3,2,1981年,10.7,住宅社區,false
國家時代廣場,高雄市前鎮區二聖一路290號,22.612851,120.319657,16,48,2000,2,,,,商辦大樓,false
歡喜成家(高雄),高雄市苓雅區澄清路181號,22.6336864,120.3442976,17,136,544,5,3,1996年,14.7,住宅社區,false
皇普天廈大樓,高雄市前鎮區一心二路21號,22.6105737,120.3118963,16,28,1250,2,,,,商辦大樓,false
康橋大廈,高雄市苓雅區正言路107巷1號,22.6331755,120.3309137,16,80,320,8,4,1991年,11.4,住宅社區,false
昶亨大樓,高雄市前鎮區一心二路33號,22.610757,120.311376,12,22,800,1,,,,商辦大樓,false
ABC國際別墅大廈哈佛區,高雄市苓雅區正言路107巷2號,22.6332606,120.3310014,13,28,90,1,1,1990年,11.78,住宅社區,false
福茂商務財星廣場,高雄市前鎮區一心二路157號,22.6122929,120.307772,12,31,900,1,,,,商辦大樓,false
皇普新都,高雄市苓雅區正義路164號,22.631397,120.340074,12、15,85,425,3,2,1993年,14.0,住宅社區,false
長谷巨星大樓,高雄市前鎮區保泰路355號,22.6032942,120.3346426,6,17,400,1,,,,商辦大樓,false
青年商務大樓,高雄市苓雅區青年二路212號,22.6177585,120.2949565,12,58,232,2,1,1991年,12.0,住宅社區,false
"高雄軟體科學園區南區綜合大樓 (A)",高雄市前鎮區復興四路12號,22.6047344,120.3001513,12,146,2000,6,,,,商辦大樓,false
凱景富邸大樓,高雄市苓雅區心正路3巷2號,22.629846,120.330843,11,121,484,5,5,1995年,15.3,住宅社區,false
"高雄軟體科學園區南區綜合大樓 (B)",高雄市前鎮區復興四路2號,22.604122,120.2984343,12,64,2000,5,,,,商辦大樓,false
文化綻大樓,高雄市苓雅區光華一路103號,22.620696,120.316662,15,57,228,1,1,2018年,25.4,住宅社區,false
"高雄軟體科學園區南區綜合大樓 (C )",高雄市前鎮區復興四路10號,22.6046386,120.2998759,7,44,1000,1,,,,商辦大樓,false
中正文化DC大樓,高雄市苓雅區光華一路321號,22.6264808,120.3144452,13,85,340,2,1,1998年,18.9,住宅社區,false
運通企業大樓(1),高雄市前鎮區新衙路286、286之1號,22.5820211,120.3161816,8,19,500,1,,,,商辦大樓,false
琢真園大廈,高雄市苓雅區仁德街13號,22.6143826,120.30256,14,126,392,4,4,2002年,20.1,住宅社區,false
運通企業大樓(2),高雄市前鎮區新衙路286之2、4號,22.5826653,120.3158377,8,20,550,1,,,,商辦大樓,false
城揚大樓,高雄市苓雅區仁德街28號,22.6147424,120.3026211,14,152,608,4,4,2003年,22.9,住宅社區,false
運通企業大樓(3),高雄市前鎮區新衙路286之3、5號,22.582587,120.315343,8,23,650,1,,,,商辦大樓,false
美麗party,高雄市苓雅區仁義街21號,22.6147557,120.3031895,14,168,672,4,3,2004年,26.8,住宅社區,false
運通企業大樓(4),高雄市前鎮區新衙路286之6、8號,22.5820211,120.3161816,8,19,550,1,,,,商辦大樓,false
崑庭雲頂,高雄市苓雅區仁義街151號,22.6191456,120.301504,10,61,244,2,1,1998年,22.0,住宅社區,false
運通企業大樓(5),高雄市前鎮區新衙路286之7、9號,22.5830377,120.3150156,8,19,550,1,,,,商辦大樓,false
美侖大廈,高雄市苓雅區泰順街66號,22.631383,120.317812,12,99,297,2,1,1981年,14.0,住宅社區,false
運通企業大樓(6),高雄市前鎮區新衙路288、288之1號,22.5817881,120.3153101,8,2,200,1,,,,商辦大樓,false
愛之屋,高雄市苓雅區成功一路238號,22.617957,120.296487,12,58,232,1,1,1982年,12.0,住宅社區,false
運通企業大樓(7),高雄市前鎮區新衙路288之2、4號,22.582748,120.314752,8,13,300,1,,,,商辦大樓,false
天天微笑社區,高雄市楠梓區朝明路116巷51號,22.7239889,120.3284846,15,331,2648,6,2,2017年,13.4,住宅社區,false
運通企業大樓(8),高雄市前鎮區新衙路288之3、5號,22.5817946,120.315305,8,15,400,1,,,,商辦大樓,false
海科棧大廈,高雄市楠梓區金和街168巷62號,22.7238475,120.319104,15,129,516,6,3,2018年,15.7,住宅社區,false
運通企業大樓(9),高雄市前鎮區新衙路288之6、8號,22.582748,120.314752,8,24,700,1,,,,商辦大樓,false
海森館大樓,高雄市楠梓區藍昌路269號,22.7205242,120.2906466,15,156,390,2,1,2018年,16.0,住宅社區,false
運通企業大樓(10),高雄市前鎮區新衙路288之7、9號,22.5817946,120.315305,8,17,500,1,,,,商辦大樓,false
堅山三川大樓管理委員會,高雄市楠梓區德富街28號,22.7272227,120.2975373,17、20,184,800,6,3,2016年,20.6,住宅社區,false
中正ICR華廈,高雄市苓雅區身修路37號,22.631507,120.3291232,7,13,400,1,,,,商辦大樓,false
有園大樓,高雄市楠梓區壽民路140號,22.7182894,120.295518,13,165,660,6,6,1998年,15.5,住宅社區,false
泛美財經廣場,高雄市苓雅區中華四路37號,22.6128006,120.3020307,17,38,700,2,,,,商辦大樓,false
名人香榭公寓大廈,高雄市楠梓區惠民路36號,22.7249997,120.2989217,7、8,187,561,10,10,1995年,12.8,住宅社區,false
御城明鴻大樓,高雄市苓雅區中華四路258號,22.6188924,120.3001936,12,9,600,1,,,,商辦大樓,false
smart大樓,高雄市楠梓區興西路128號,22.7277661,120.3331193,15,52,208,2,1,2016年,15.8,住宅社區,false
市政首席王座大樓,高雄市苓雅區四維三路80號,22.619533,120.309927,12,32,1400,2,,,,商辦大樓,false
大河漾大樓,高雄市楠梓區德豐街160號,22.7259437,120.2985712,15,243,972,6,3,2014年,20.7,住宅社區,false
寶成中正大樓,高雄市苓雅區光華一路206號,22.6290146,120.3138006,25,168,3000,2,,,,商辦大樓,false
大河苑社區,高雄市楠梓區德豐街171號,22.7256072,120.2980912,15,116,232,4,2,2012年,15.9,住宅社區,false
泛美企業廣場,高雄市苓雅區光華一路226號,22.629551,120.313626,12,11,800,1,,,,商辦大樓,false
上流社會大廈,高雄市楠梓區德民路338號,22.7257747,120.3060468,13、14,40,145,3,3,1995年,12.0,住宅社區,false
皇甫國際商業大樓,高雄市苓雅區光華一路232號,22.629744,120.31355,12,13,900,1,,,,商辦大樓,false
陽光都柏林社區,高雄市楠梓區德民路1218號,22.7174961,120.2831847,15,196,488,7,6,2013年,16.3,住宅社區,false
世貿中心大樓,高雄市苓雅區青年二路210號,22.6177676,120.2950942,12,5,800,1,,,,商辦大樓,false
夏綠通A區,高雄市楠梓區榮新街13號,22.7144519,120.2973551,15,189,756,5,4,2009年,17.2,住宅社區,false
國邦企業大樓,高雄市苓雅區青年二路47號,22.6193027,120.3004467,12,26,1200,1,,,,商辦大樓,false
鐘愛一生大廈,高雄市楠梓區德賢路416號,22.726451,120.30317,10~11,80,400,4,4,1996年,9.26,住宅社區,false
宏碁企業廣場,高雄市苓雅區輔仁路155號,22.6303579,120.3330676,17,36,1300,2,,,,商辦大樓,false
香榭花園名廈,高雄市楠梓區德賢路220巷63弄1號,22.7277675,120.3063768,10~11,134,670,7,7,1993年,10.62,住宅社區,false
振安大樓,高雄市苓雅區四維四路2號,22.617094,120.302842,12,11,500,1,,,,商辦大樓,false
捷客大樓,高雄市楠梓區高峰街65號,22.720101,120.315775,15,153,383,5,2,2018年,17.3,住宅社區,false
日安大廈,高雄市苓雅區四維四路5號,22.6163014,120.3020045,12,14,550,1,,,,商辦大樓,false
都會園地社區,高雄市楠梓區惠豐街292號,22.7304144,120.316272,12,285,872,12,12,2000年,13.3,住宅社區,false
金鼎大樓,高雄市苓雅區四維四路22號,22.616748,120.301891,12,19,700,1,,,,商辦大樓,false
超越100大樓,高雄市楠梓區德民路818號,22.7219009,120.2915458,15,234,702,8,6,2011年,17.4,住宅社區,false
遠見企業中心,高雄市苓雅區四維四路167號,22.6140118,120.2951217,12,13,500,1,,,,商辦大樓,false
HAPPY悅讀社區,高雄市楠梓區翠屏路6號,22.7250171,120.2999119,15,160,640,5,3,2011年,17.0,住宅社區,false
智慧星座企業大樓,高雄市苓雅區四維四路172之7號,22.6149806,120.2966928,12,27,1000,1,,,,商辦大樓,false
名流世家,高雄市楠梓區德祥路152巷5弄1號,22.7268728,120.3083707,22,63,252,4,4,1994年,11.0,住宅社區,false
企業家資訊,高雄市苓雅區四維四路190號,22.6144445,120.2949378,12,30,1300,1,,,,商辦大樓,false
水森林社區,高雄市楠梓區加仁路171號,22.7281428,120.3031411,15,238,710,6,3,2014年,19.6,住宅社區,false
高雄國際港埠商務中心,高雄市苓雅區四維四路199號,22.6138844,120.2936506,12,24,900,1,,,,商辦大樓,false
軍校錄,高雄市楠梓區萬昌街22巷1號,22.7115231,120.2918235,14,190,760,5,5,2005年,15.0,住宅社區,false
高昇天下大樓,高雄市苓雅區四維四路216號,22.6142085,120.2937041,12,15,500,1,,,,商辦大樓,false
大學十七大樓,高雄市楠梓區大學十七街300號,22.7272032,120.2833704,15,95,380,2,1,2016年,17.4,住宅社區,false
台灣領航企業大樓,高雄市苓雅區海邊路29號,22.615809,120.293179,28,83,2700,3,,,,商辦大樓,false
八分沐大樓,高雄市楠梓區大學二十五路118號,22.7260709,120.2824518,15,194,776,2,2,2014年,15.3,住宅社區,false
台灣領袖企業大樓,高雄市苓雅區海邊路31號,22.616581,120.2934659,29,85,2300,3,,,,商辦大樓,false
"Green Green 大樓",高雄市楠梓區後昌新路58巷21號,22.719429,120.2923546,14,54,216,4,2,2014年,18.5,住宅社區,false
羅馬大廈,高雄市苓雅區海邊路42號,22.6175588,120.2939081,12,14,650,1,,,,商辦大樓,false
達麗海天大樓,高雄市楠梓區廣昌街181號,22.7086332,120.2850162,15、16,199,597,4,2,2016年,15.17,住宅社區,false
亞信青海大樓(1),高雄市苓雅區海邊路45號,22.6178366,120.2938005,12,13,400,1,,,,商辦大樓,false
國城MRT大廈,高雄市楠梓區學專路802號,22.7220039,120.3176627,15,92,368,9,4,2015年,18.6,住宅社區,false
亞信青海大樓(2),高雄市苓雅區海邊路46號,22.618021,120.2937294,12,10,300,1,,,,商辦大樓,false
金革景湛社區,高雄市楠梓區藍田路620號,22.7285579,120.2837316,14,80,320,2,2,2010年,16.8,住宅社區,false
展新大廈(1),高雄市苓雅區海邊路48號之1,22.6186439,120.2935263,12,13,400,1,,,,商辦大樓,false
交響苑大樓,高雄市楠梓區楠裕街20號,22.7322203,120.3313325,15~20,234,936,6,3,2013年,16.59,住宅社區,false
展新大廈(2),高雄市苓雅區海邊路48號之5,22.6186439,120.2935263,12,10,300,1,,,,商辦大樓,false
真愛城堡大樓,高雄市楠梓區援中路96號,22.7275983,120.2962982,14,67,268,2,1,2017年,19.3,住宅社區,false
國際港務聯盟,高雄市苓雅區海邊路65號,22.619744,120.292273,12,34,1000,1,,,,商辦大樓,false
水依林大樓,高雄市楠梓區大學西路31號,22.7226173,120.2817895,15,130,520,4,2,2019年,19.0,住宅社區,false
亞太財經廣場(1),高雄市苓雅區新光路36號,22.6116435,120.3021122,42,16,1600,4,,,,商辦大樓,false
蔚藍海大樓,高雄市楠梓區大學六十二街61號,22.7305321,120.2733314,12,66,200,2,2,2015年,13.0,住宅社區,false
亞太財經廣場(2),高雄市苓雅區新光路40號,22.6115243,120.3017751,42,16,1600,3,,,,商辦大樓,false
首席京都,高雄市楠梓區後昌路837巷23號,22.7113147,120.2944142,8,357,1785,17,17,1993年,11.0,住宅社區,false
華谷森園事業家,高雄市苓雅區凱旋一路3號,22.630405,120.3213505,10,8,300,1,,,,商辦大樓,false
新站37大樓,高雄市三民區三民街66號,22.636682,120.294621,11,37,111,1,1,2018年,21.1,住宅社區,false
皇苑大樓,高雄市楠梓區岳陽街25巷8號,22.7297097,120.3305761,15,180,600,6,6,1994年,11.0,住宅社區,false
台鳳帝門大樓,高雄市苓雅區成功路一段232號,22.6176766,120.2965158,20,99,2200,2,,,,商辦大樓,false
站前希爾頓,高雄市三民區建國二路192號,22.6376743,120.3075231,12,92,368,2,1,1993年,12.3,住宅社區,false
沐提斯大廈,高雄市楠梓區海專路249號,22.72508,120.3125825,15,119,357,4,2,2015年,18.0,住宅社區,false
銘豐專業大樓,高雄市苓雅區廣州一街163號,22.6274798,120.3157042,12,26,900,1,,,,商辦大樓,false
站前金礦,高雄市三民區建國三路83號,22.637628,120.300303,12,153,1200,4,2,1990年,10.0,住宅社區,false
四季CEO大廈,高雄市楠梓區藍昌路360巷60號,22.722327,120.292409,15,70,208,2,1,2016年,19.2,住宅社區,false
京城財經大樓(1),高雄市苓雅區中正一路120號,22.62818,120.332568,16,29,800,1,,,,商辦大樓,false
哥白尼大廈,高雄市三民區建國三路355號,22.6368397,120.2934373,12,42,126,2,1,1989年,9.8,住宅社區,false
壯觀羅馬大樓帝王區,高雄市楠梓區楠盛街106號,22.730228,120.332177,15,199,597,6,6,1996年,10.0,住宅社區,false
京城財經大樓(2),高雄市苓雅區輔仁路96號,22.6285138,120.3326511,16,29,800,1,,,,商辦大樓,false
天作之合大樓,高雄市三民區淵源街1號,22.638282,120.336114,16,105,420,4,3,1996年,13.6,住宅社區,false
山盟海誓大廈,高雄市鹽埕區北端街70號,22.632667,120.283365,14,224,704,8,8,1998年,14.0,住宅社區,false
堅山中正大樓,高雄市苓雅區中正一路249號,22.6294812,120.3263472,12,19,1100,1,,,,商辦大樓,false
臻幸福大樓,高雄市三民區九如一路239號,22.6375443,120.3362291,28,99,299,4,2,2016年,20.31,住宅社區,false
馥寓大廈,高雄市鹽埕區七賢二路437號,22.6295818,120.284958,8,45,100,2,1,2019年,19.19,住宅社區,false
中正企業總部,高雄市苓雅區中正一路263、265號,22.6295178,120.3255222,12,16,700,1,,,,商辦大樓,false
高殿九如華廈,高雄市三民區九如二路57號,22.6404349,120.3120776,13,102,400,2,1,1981年,11.0,住宅社區,false
銳揚YES大樓,高雄市新興區六合一路129號,22.6327645,120.3040552,13,60,240,1,1,2017年,31.0,住宅社區,false
中正財經,高雄市苓雅區中正一路305號,22.6295719,120.3244589,12,15,1200,1,,,,商辦大樓,false
文山Id,高雄市三民區覺民路9號,22.638507,120.3444876,15,198,792,4,2,2020年,22.43,住宅社區,false
玉見大樓,高雄市新興區林森二路97巷56號,22.6213215,120.3046089,12,22,88,2,1,2012年,21.0,住宅社區,false
克林曼哈頓大樓,高雄市苓雅區中正一路315號,22.6296055,120.3241206,12,18,1200,1,,,,商辦大樓,false
東方麒麟,高雄市三民區覺民路290號,22.6402461,120.3366664,20,152,608,4,4,1995年,10.25,住宅社區,false
豪門世家大廈,高雄市新興區林森二路135巷(管理室),22.6223673,120.3050006,7,31,122,2,2,1988年,12.61,住宅社區,false
中正一品大樓,高雄市苓雅區中正一路372號,22.6299269,120.3257342,12,24,900,1,,,,商辦大樓,false
健康六六大樓,高雄市三民區覺民路581號,22.6408105,120.3292106,7,32,112,2,1,1992年,12.5,住宅社區,false
皇普爵士大樓,高雄市新興區中正三路68之5號,22.6311019,120.3086407,12,50,200,1,1,1992年,13.0,住宅社區,false
中正世華企業廣場,高雄市苓雅區中正二路72號,22.6304467,120.3186396,12,9,800,1,,,,商辦大樓,false
我愛皇家,高雄市三民區義明街16號,22.6423723,120.340177,20,252,700,7,7,1997年,15.0,住宅社區,false
龍揚京華,高雄市新興區復興二路171號,22.6250183,120.3083021,13,80,144,2,2,1994年,16.0,住宅社區,false
萬和大廈,高雄市苓雅區中正二路89號,22.630122,120.316718,12,15,700,1,,,,商辦大樓,false
卡第亞大廈,高雄市三民區義華路421巷5號,22.643108,120.333213,14,296,1184,8,8,2001年,17.0,住宅社區,false
圓頂大廈,高雄市新興區同心路25號,22.634539,120.312124,24,109,436,4,2,2010年,26.8,住宅社區,false
大洋大樓,高雄市苓雅區中正二路139號,22.6303032,120.3150791,12,14,650,1,,,,商辦大樓,false
維納斯藝術廣場,高雄市三民區陽明路239巷1號,22.641751,120.341621,56,136,340,4,4,1993年,14.0,住宅社區,false
高旋晶華大廈,高雄市新興區明星街71號,22.6334407,120.299056,14,37,148,1,1,2003年,20.0,住宅社區,false
朱豐大廈,高雄市苓雅區中正二路161號,22.6303188,120.314557,12,10,650,1,,,,商辦大樓,false
高博館大廈,高雄市三民區教仁路58之1號,22.6378844,120.3263643,15,296,1184,8,8,2005年,18.1,住宅社區,false
四季風情大廈,高雄市大社區文明路17號,22.7232276,120.3524532,7,72,216,5,5,1996年,7.2,住宅社區,false
中正九品大樓,高雄市苓雅區中正二路173號,22.6303313,120.313945,10,4,700,1,,,,商辦大樓,false
大統御園大樓,高雄市三民區水源路108號,22.635787,120.340076,14,28,112,2,2,1989年,13.83,住宅社區,false
學院書香園大廈,高雄市左營區曾子路531號,22.6824472,120.3034804,15,160,520,6,4,1997年,18.6,住宅社區,false
高雄市高雄地區農會苓雅辦事處,高雄市苓雅區三多一路174號,22.6223784,120.329857,4,2,700,1,,,,商辦大樓,false
澄和明園,高雄市三民區清華街85號,22.6450273,120.3440902,64,116,464,8,4,1994年,18.8,住宅社區,false
公園學府大廈,高雄市左營區曾子路80巷16號,22.6771052,120.3113413,9,113,339,6,6,1999年,16.0,住宅社區,false
泛美企業寶座,高雄市苓雅區三多二路171號,22.6199211,120.3233152,12,19,800,1,,,,商辦大樓,false
皇辰歐鄉,高雄市三民區大福街81巷2號,22.6556,120.3272794,40,80,320,5,5,1993年,17.0,住宅社區,false
恆上華盛頓大廈,高雄市左營區文莊路63號,22.6775618,120.3122893,9,104,416,4,4,2000年,20.2,住宅社區,false
亞太投資廣場(1),高雄市苓雅區三多四路63號,22.6128576,120.3016849,19,8,500,1,,,,商辦大樓,false
綠宴大樓,高雄市三民區大福街165號,22.6566322,120.3262191,12,86,344,4,4,1999年,14.0,住宅社區,false
海德堡大廈,高雄市左營區重信路458號,22.6839432,120.310652,14,66,264,2,2,2000年,14.5,住宅社區,false
亞太投資廣場(2),高雄市苓雅區中華四路31號,22.6126477,120.3020862,19,9,500,1,,,,商辦大樓,false
戀戀LOVE大樓,高雄市三民區水源路217巷6號,22.636424,120.3378176,22,192,590,4,2,2011年,21.0,住宅社區,false
棕櫚泉大樓,高雄市左營區重建路1號,22.6830545,120.3102041,15,196,784,7,7,2005年,18.6,住宅社區,false
曼哈頓財經總部,高雄市苓雅區三多四路110號,22.612304,120.298872,25,108,2100,2,,,,商辦大樓,false
國寶五代,高雄市三民區灣復街15號,22.6519454,120.317053,19,165,660,4,2,1993年,12.0,住宅社區,false
美妍舍大廈,高雄市左營區博愛四路313號,22.6849388,120.3137965,15,138,552,3,3,2006年,18.8,住宅社區,false
森之頌大樓,高雄市苓雅區建國一路90號,22.631862,120.3326216,8,3,500,1,,,,商辦大樓,false
幸福川大樓,高雄市三民區河北二路80號,22.6369979,120.2989989,12,86,343,2,1,2010年,19.83,住宅社區,false
皇苑創世紀大廈,高雄市左營區文自路887號,22.6859832,120.3164604,14,163,489,5,5,2001年,16.81,住宅社區,false
宏碁財經廣場,高雄市苓雅區建國一路109號,22.6309781,120.3340984,14,22,1300,2,,,,商辦大樓,false
世紀星鑽大廈,高雄市三民區河北二路100號,22.63667,120.2976901,19,309,618,3,1,1991年,12.0,住宅社區,false
京城藝術學院,高雄市左營區博愛四路322號,22.6867091,120.316438,20,152,608,4,4,2000年,15.8,住宅社區,false
華樹勝利大樓,高雄市苓雅區林森二路80號,22.6187909,120.3072475,11,7,600,1,,,,商辦大樓,false
夢公園大廈,高雄市三民區興隆街60號,22.647082,120.318395,12,180,720,6,6,1995年,16.2,住宅社區,false
博愛大道博愛區大廈,高雄市左營區博愛四路230號,22.68483,120.314377,23~28,231,924,6,3,1995年,15.6,住宅社區,false
聯邦企業廣場,高雄市苓雅區林森二路87號,22.6209855,120.3060573,12,22,1000,1,,,,商辦大樓,false
亞都大廈,高雄市三民區興隆街96號,22.6468954,120.3167195,14,134,536,4,4,2003年,19.0,住宅社區,false
高鐵站前大廈,高雄市左營區重和路32號,22.6837199,120.3134072,15,175,700,5,5,2006年,19.4,住宅社區,false
中山大廈,高雄市苓雅區中山二路461號,22.6181621,120.3026196,11,11,550,1,,,,商辦大樓,false
Many協勝發大樓,高雄市三民區金山路330巷5號,22.6622956,120.3196746,14,130,391,3,3,2016年,20.2,住宅社區,false
麗景天廈二期,高雄市左營區重安路43巷5號,22.6758018,120.298356,11,150,600,5,5,1993年,16.2,住宅社區,false
日榮大樓,高雄市苓雅區中山二路489號,22.619361,120.302109,12,5,450,1,,,,商辦大樓,false
杏湖社區,高雄市三民區鼎中路762巷79號,22.6747688,120.3238344,14,109,436,2,1,2007年,15.3,住宅社區,false
龍華金品大廈,高雄市左營區政德路508號,22.6821719,120.3047022,9,42,170,2,2,1999年,15.0,住宅社區,false
中華電信股份有限公司臺灣南區電信分公司服務大樓,高雄市新興區林森一路230號,22.6339753,120.3051264,10,1,800,2,,,,商辦大樓,false
緯城貴賓大樓,高雄市三民區鼎昌街55號,22.6640716,120.3222038,14,152,608,4,4,1998年,14.9,住宅社區,false
城市光采大廈,高雄市左營區辛亥路251號,22.666335,120.3102061,15,56,224,2,1,2014年,23.6,住宅社區,false
中華電信股份有限公司臺灣南區電信分公司行政大樓,高雄市新興區六合一路102號,22.6330212,120.3046671,11,1,800,1,,,,商辦大樓,false
全民大樂,高雄市三民區鼎義街6號,22.657567,120.3221868,12,83,332,2,2,2018年,17.0,住宅社區,false
花園大廈,高雄市左營區榮總路141巷15號,22.680344,120.3210246,14,184,732,7,7,1998年,16.6,住宅社區,false
六合金鑽大樓,高雄市新興區六合二路86號,22.6321662,120.2989997,12,4,550,1,,,,商辦大樓,false
"The one",高雄市三民區建興路85號,22.6425167,120.3288411,14,94,376,2,1,2012年,18.0,住宅社區,false
山宅一生大樓,高雄市左營區榮總路549號,22.6876847,120.3211592,13,145,436,4,4,1999年,15.7,住宅社區,false
和盛凱撒大樓,高雄市新興區七賢一路216號,22.6341427,120.3108512,13,13,600,1,,,,商辦大樓,false
寬庭大廈,高雄市三民區凱歌路85號,22.6362766,120.317815,10,38,100,2,1,2005年,17.0,住宅社區,false
榮花園大廈,高雄市左營區榮總路183巷17號,22.681162,120.3211129,8,60,240,4,4,1997年,13.0,住宅社區,false
新光七賢大樓,高雄市新興區七賢ㄧ路249號,22.6339259,120.3096987,20,11,1200,2,,,,商辦大樓,false
龍鄉十二代,高雄市三民區大中一路139號,22.675137,120.325488,17,216,864,6,6,1996年,12.4,住宅社區,false
優賞北京大樓,高雄市左營區榮成一街18號,22.6786595,120.3214924,10、13,160,700,6,5,1999年,14.2,住宅社區,false
亞洲忠孝大樓,高雄市新興區七賢一路301號,22.633945,120.308631,12,8,1290,1,,,,商辦大樓,false
雄關大廈,高雄市三民區大中一路227號,22.6759411,120.3240227,24,248,992,6,4,1994年,11.9,住宅社區,false
赫米斯大廈,高雄市左營區民族一路1016-10號,22.6810703,120.3198543,15,196,772,5,5,2011年,21.87,住宅社區,false
高匯新興大樓,高雄市新興區七賢一路480號,22.6347031,120.3041333,12,17,750,1,,,,商辦大樓,false
紫京城大廈,高雄市三民區明城一路102號,22.6600456,120.3290953,14,248,992,8,8,2006年,15.1,住宅社區,false
公園臻邸大廈,高雄市左營區民族一路1103號,22.684901,120.319963,11,54,190,2,2,2001年,16.0,住宅社區,false
卓越廣場大樓,高雄市新興區中正二路182號,22.6306531,120.3167531,18,27,1100,1,,,,商辦大樓,false
明誠大道東大廈,高雄市三民區明誠一路156號,22.659992,120.327663,14,330,1320,11,11,1999年,16.72,住宅社區,false
美麗夏威夷大廈,高雄市左營區榮德街435號,22.6887566,120.3215376,14,244,732,6,6,2008年,17.0,住宅社區,false
中正南憲大廈(A),高雄市新興區中正二路192號1樓,22.6305972,120.3162675,12,21,700,1,,,,商辦大樓,false
綠綠花花,高雄市三民區同盟一路387號,22.6517652,120.3045409,12,36,144,2,2,1999年,16.0,住宅社區,false
高雄第一大樓A區,高雄市左營區榮成三街38~50號,22.6793074,120.3206266,8,114,456,6,6,1997年,15.3,住宅社區,false
中正南憲大廈(B),高雄市新興區中正二路190號1樓,22.6305898,120.3162893,12,5,700,1,,,,商辦大樓,false
京典大廈,高雄市三民區明誠一路379號,22.6599681,120.323276,15,178,712,6,6,2000年,16.0,住宅社區,false
山藝術大樓,高雄市左營區榮德街353號,22.6870591,120.321217,14,128,512,4,4,1999年,14.2,住宅社區,false
華信大樓,高雄市新興區中正三路5號,22.6305678,120.3109708,13,10,900,1,,,,商辦大樓,false
長谷新樂章大樓,高雄市三民區鼎祥街71號,22.666096,120.3157675,14,149,600,5,5,1996年,16.0,住宅社區,false
"新光MY LINE大樓",高雄市左營區文自路785號,22.6834574,120.313886,15,42,126,2,1,2014年,19.0,住宅社區,false
僑銀大樓,高雄市新興區中正三路45號,22.6307133,120.3088575,12,10,500,1,,,,商辦大樓,false
最惠國大廈,高雄市三民區鼎祥街176號,22.6673897,120.3162725,13、14,116,480,3,3,1999年,15.7,住宅社區,false
公園領袖大樓,高雄市左營區文學路187號,22.6873365,120.3119425,14,222,666,6,6,1998年,17.8,住宅社區,false
國泰世華金融大樓,高雄市新興區中正三路55號,22.630707,120.3083372,30,45,6700,4,,,,商辦大樓,false
新遠見大廈,高雄市三民區鼎祥街72號,22.6658769,120.316005,14,150,450,4,4,2000年,16.1,住宅社區,false
非常居易大樓,高雄市左營區文學路690號,22.6889655,120.3194212,23,217,870,6,3,1998年,17.8,住宅社區,false
宏盈大廈,高雄市新興區中正三路98號,22.6312801,120.3067605,12,5,650,1,,,,商辦大樓,false
希爾頓大廈,高雄市三民區民族一路521、523號,22.6653012,120.3160955,29,130,520,3,1,1992年,12.0,住宅社區,false
弘揚名門,高雄市左營區立文路60號,22.6645782,120.305652,12,65,194,2,2,1994年,14.09,住宅社區,false
帝國大樓(高雄),高雄市新興區中正三路154號,22.631455,120.3045549,12,10,1100,1,,,,商辦大樓,false
家賀大樓,高雄市三民區鼎愛街2號,22.6582228,120.3215799,13,150,600,5,5,2002年,18.0,住宅社區,false
聯上F1,高雄市左營區立文路88~102號,22.6646306,120.3046071,15,173,692,2,1,2014年,23.8,住宅社區,false
歐帝中正大廈(1),高雄市新興區中正三路158號,22.6314182,120.3042811,11,11,700,1,,,,商辦大樓,false
巨國天下大樓,高雄市三民區鼎泰街78號,22.662368,120.3181834,11~12,124,496,4,4,1994年,12.0,住宅社區,false
京城君匯大廈,高雄市左營區重立路505號,22.6789253,120.3107351,15,80,320,2,1,2017年,31.0,住宅社區,false
歐帝中正大廈(2),高雄市新興區中正三路160號,22.6314814,120.3039742,11,11,700,1,,,,商辦大樓,false
龍鄉儷苑大廈,高雄市三民區鼎泰街217之1號,22.6659082,120.3182559,8,64,256,4,4,1995年,13.1,住宅社區,false
快樂弘揚大廈,高雄市左營區重仁路251號,22.69025,120.312869,14,233,699,9,7,1997年,16.0,住宅社區,false
