社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
羅浮宮大廈,高雄市鼓山區美術東六街12號,22.6566617,120.2915017,14,120,480,5,4,2002年,20.0,住宅社區,false
北京蘭園,高雄市左營區富國路5號,22.6573211,120.3065175,100,251,1004,8,5,1996年,18.1,住宅社區,false
米羅大廈,高雄市鼓山區美術東八街82~106號,22.6534335,120.2912631,14,120,480,5,5,2003年,22.1,住宅社區,false
博愛花鄉,高雄市左營區富民路84號,22.6591862,120.3053306,14,76,304,4,2,1992年,16.3,住宅社區,false
棋琴十三重奏大樓,高雄市鼓山區美術東八街118號,22.6540602,120.2913515,15,51,204,2,1,2013年,26.0,住宅社區,false
森學主義B區大廈,高雄市左營區榮德街89號,22.682139,120.3202457,14,87,348,3,3,1998年,16.82,住宅社區,false
美河峰社區,高雄市鼓山區美術南二路18號,22.6499589,120.2847363,24,68,272,1,1,2012年,24.3,住宅社區,false
博愛觀邸大樓,高雄市左營區新莊仔路73巷6號,22.6734925,120.3006152,16,166,664,4,4,1994年,14.0,住宅社區,false
國家美術館,高雄市鼓山區美術南三路207~229號,22.6530891,120.28679,24,266,1064,8,4,2006年,20.0,住宅社區,false
樂LOFT社區,高雄市仁武區京吉二路200號,22.6830161,120.3410015,15,112,450,4,2,2019年,16.0,住宅社區,false
畢卡索大廈,高雄市鼓山區美術南三路253號,22.6530386,120.2856483,14,182,546,8,6,2004年,20.0,住宅社區,false
棋琴文美苑社區,高雄市鼓山區美術南五街51號,22.652286,120.2861966,15,57,175,2,1,2015年,25.0,住宅社區,false
映象巴黎大樓,高雄市鼓山區厚德路178號,22.6469906,120.2783069,11,78,270,3,3,2003年,12.6,住宅社區,false
吉祥如意大樓,高雄市鼓山區明華路245號,22.6635,120.2977805,16,174,522,6,3,1995年,18.7,住宅社區,false
京城御花園,高雄市鼓山區文信路320號,22.6646658,120.2964971,75,150,600,5,5,1994年,18.8,住宅社區,false
海誓山盟大樓,高雄市鼓山區文信路256號,22.6646523,120.299132,11~12,83,265,3,2,1994年,18.1,住宅社區,false
都市休閒家,高雄市鼓山區文忠路108號,22.6651638,120.2961925,16,252,195,4,3,1992年,17.0,住宅社區,false
博覽家大廈,高雄市鼓山區博愛二路343號,22.6633396,120.3030109,13,137,275,2,1,1995年,18.0,住宅社區,false
美術森林,高雄市鼓山區馬卡道路339號,22.6629955,120.2856673,15,112,448,3,1,2015年,27.0,住宅社區,false
天下觀大樓,高雄市鼓山區裕誠路1599號,22.662265,120.294393,75,165,660,5,5,1994年,13.0,住宅社區,false
麗緻春天大廈管理委員會,高雄市鼓山區龍德路392號,22.6576,120.297294,15,108,216,4,2,1995年,20.6,住宅社區,false
新都心大廈,高雄市鼓山區龍德路407號,22.6571929,120.2969382,15,140,560,4,4,2005年,23.4,住宅社區,false
微風大樓,高雄市鼓山區大順一路617巷1號,22.6554585,120.3013016,13,73,219,2,2,2001年,21.8,住宅社區,false
森朵大廈,高雄市鼓山區大順一路626號,22.6557186,120.3003918,24,68,204,2,1,2013年,26.0,住宅社區,false
畫世紀社區,高雄市鼓山區大順一路1025號,22.654147,120.295798,27,696,2616,13,7,1995年,17.8,住宅社區,false
印象之旅大廈,高雄市鼓山區厚德路160號,22.6466492,120.2784276,14,200,600,6,6,2006年,16.3,住宅社區,false
泰暘彩虹大樓,高雄市鼓山區文忠路75號,22.6650833,120.2996783,15,87,261,2,1,2016年,29.8,住宅社區,false
哈佛大廈,高雄市鼓山區裕誠路2126號,22.655217,120.2938315,12,87,348,3,3,1996年,16.4,住宅社區,false
學園特區大樓,高雄市鼓山區龍文街17號,22.6561169,120.3008096,14,105,420,3,3,2005年,22.0,住宅社區,false
聖田西子灣社區,高雄市鼓山區哨船街75號,22.622488,120.26916,7,30,90,2,2,1998年,13.06,住宅社區,false
龍的傳人大廈,高雄市鳳山區鳳南路18號,22.5969467,120.338956,18,220,880,6,4,1997年,10.55,住宅社區,false
青年白宮,高雄市鳳山區青年路二段310~330號,22.6400633,120.3511951,15,142,426,5,5,1995年,12.7,住宅社區,false
鳳山建國新城公寓大廈,高雄市鳳山區建國路二段73號1樓,22.6353348,120.3617613,12,717,2864,30,15,2000年,12.0,住宅社區,false
理想家大廈,高雄市鳳山區建國路三段389號,22.6374832,120.348752,91,199,468,8,4,1998年,17.6,住宅社區,false
棋琴雙重奏,高雄市鳳山區建國路三段537號,22.6366509,120.3452954,14,120,480,4,4,2000年,16.4,住宅社區,false
悅讀水世紀社區,高雄市鳳山區建國路三段553號,22.6363331,120.3451071,14,352,1408,11,11,2009年,18.4,住宅社區,false
陸發雄獅NO．1大樓,高雄市鳳山區文建街245號,22.637395,120.347825,21、25,200,800,6,3,1995年,13.48,住宅社區,false
第一家庭,高雄市鳳山區南昌街21巷25號,22.6020895,120.3408596,80,130,520,5,5,1991年,13.6,住宅社區,false
五甲巨人,高雄市鳳山區林森路139巷46號,22.5946,120.333577,52,92,368,4,4,1996年,12.0,住宅社區,false
綠氧森仰森館大樓,高雄市鳳山區中山東路192巷168號,22.6232064,120.3801306,14,138,552,4,2,2017年,20.1,住宅社區,false
松之廈大樓,高雄市鳳山區中山西路380號,22.6291354,120.3409454,15,128,520,4,4,1993年,12.7,住宅社區,false
伊勢丹花園企業中心,高雄市三民區建國一路411號,22.6342151,120.3175282,7,7,350,1,,,,商辦大樓,false
都會營大樓,高雄市鳳山區光復路二段265號,22.6292712,120.3428378,272,770,3300,22,17,1994年,15.0,住宅社區,false
南港商業大樓,高雄市三民區建國二路26號,22.6375105,120.3123678,8,15,800,1,,,,商辦大樓,false
五甲第一大樓,高雄市鳳山區永和街117號,22.5964929,120.3276108,14,248,992,7,7,1999年,14.0,住宅社區,false
緯城龍年天下,高雄市三民區建國二路34、36號,22.6375669,120.3119967,16,26,1500,1,,,,商辦大樓,false
快樂京城大廈,高雄市鳳山區南福街33號,22.610321,120.3476725,10,67,268,3,3,1998年,13.0,住宅社區,false
隆成建國大樓,高雄市三民區建國二路100號,22.637808,120.309828,12,1,400,1,,,,商辦大樓,false
上河城社區,高雄市鳳山區北昌五街1號,22.6442632,120.3752949,14~15,330,990,6,3,2017年,24.2,住宅社區,false
奇記大樓,高雄市三民區博愛一路27號,22.642215,120.302586,13,16,700,1,,,,商辦大樓,false
H-PARK大樓,高雄市鳳山區永忠街18號,22.6465322,120.3700761,15,72,288,4,2,2015年,20.52,住宅社區,false
博愛新世紀大樓,高雄市三民區博愛一路55號,22.642798,120.302637,12,8,700,1,,,,商辦大樓,false
水舞嘉,高雄市鳳山區北昌二街66號,22.6459717,120.3715402,15,117,385,4,2,2017年,21.7,住宅社區,false
站前企業領袖,高雄市三民區博愛一路70號,22.643261,120.303207,12,25,900,1,,,,商辦大樓,false
棋琴19重奏,高雄市鳳山區北昌三街33~39號,22.6450038,120.3740676,14~15,155,310,6,3,2019年,18.0,住宅社區,false
祥發財經,高雄市三民區博愛一路189號,22.646498,120.302796,12,17,800,1,,,,商辦大樓,false
上河堤大樓,高雄市鳳山區北仁街183號,22.6448772,120.374114,14~15,94,280,4,2,2015年,20.7,住宅社區,false
高雄世貿金星大樓,高雄市三民區博愛一路287號,22.649068,120.303062,12,10,600,1,,,,商辦大樓,false
三藩市大樓,高雄市鳳山區經武路268號,22.6381421,120.364575,15,162,4620,7,7,1994年,10.85,住宅社區,false
緯城企業廣場,高雄市三民區博愛一路372號,22.650984,120.3039731,12,8,500,1,,,,商辦大樓,false
"GA BEE大樓",高雄市鳳山區新強路201~207號,22.6113883,120.3393975,14,41,132,1,1,1997年,18.4,住宅社區,false
高雄世貿銀星,高雄市三民區綏遠二街11號,22.6488424,120.3027188,7,5,500,1,,,,商辦大樓,false
凌翔學府廣場,高雄市鳳山區大明路111號,22.6092839,120.3416405,8,188,569,6,6,1994年,14.0,住宅社區,false
豪記紐約DC大樓,高雄市三民區九如一路58號,22.636674,120.342866,14,26,700,1,,,,商辦大樓,false
新甲虹庭,高雄市鳳山區大明路97巷26號,22.6089837,120.3409687,9,108,432,6,6,1993年,13.0,住宅社區,false
高雄芝加哥大樓A棟,高雄市三民區水源路16、18號,22.636424,120.3378176,12,22,700,1,,,,商辦大樓,false
真善美,高雄市鳳山區善美路19號,22.6005133,120.3341084,13,104,250,4,4,1999年,12.14,住宅社區,false
大昌行動通信分公司高雄營運處,高雄市三民區大昌二路28號,22.641221,120.332491,10,1,800,1,,,,商辦大樓,false
棋琴文泰苑,高雄市鳳山區善志街39號,22.6019132,120.3359671,15,96,250,1,1,2020年,20.0,住宅社區,false
ROC企業聯盟,高雄市三民區大昌二路65、67號,22.6400142,120.3321094,11,40,1500,1,,,,商辦大樓,false
得意皇家大樓,高雄市鳳山區善志街51號,22.6021698,120.3362506,14,78,225,4,2,1999年,12.04,住宅社區,false
芝加哥B棟大樓,高雄市三民區九如一路61號,22.6363663,120.3425627,12,32,1000,1,,,,商辦大樓,false
新都匯大樓,高雄市鳳山區頂新六街36號,22.588944,120.3638463,15,120,480,4,2,2014年,17.5,住宅社區,false
高雄財經DC大樓,高雄市三民區九如二路255號,22.640847,120.3065282,19,52,2200,1,,,,商辦大樓,false
京城生活館大廈,高雄市鳳山區武慶二路168號,22.613499,120.332954,14,156,624,6,6,2000年,16.9,住宅社區,false
國家企業大樓,高雄市三民區九如二路495號,22.6412354,120.2988054,12,5,500,1,,,,商辦大樓,false
新米蘭大廈,高雄市鳳山區華山街250號,22.6325992,120.3495045,13,150,600,6,6,1995年,18.1,住宅社區,false
艾森豪投資廣場,高雄市三民區九如二路599號,22.641493,120.295625,19,104,2800,2,,,,商辦大樓,false
上頂觀天廈大樓,高雄市鳳山區青年路二段180號,22.6366775,120.3506745,19,188,756,6,6,1992年,15.6,住宅社區,false
泰利大樓,高雄市三民區北平二街10號,22.6503579,120.3028818,9,32,800,1,,,,商辦大樓,false
京城大鎮A區,高雄市鳳山區瑞春街14巷10號,22.5957065,120.323071,10,134,536,7,7,1995年,14.3,住宅社區,false
潮流商業大樓,高雄市三民區民族一路7號,22.6401542,120.3137459,12,18,1100,1,,,,商辦大樓,false
鳳皇城,高雄市鳳山區瑞興路59巷9號,22.6246159,120.3679715,7,64,250,4,4,1995年,10.15,住宅社區,false
賓吉士大樓,高雄市三民區民族一路13號,22.6407046,120.3137305,12,4,700,1,,,,商辦大樓,false
沐林大樓,高雄市鳳山區三誠路63號,22.5933077,120.3252993,15,178,716,8,4,2002年,21.0,住宅社區,false
高雄市高雄地區農會,高雄市三民區民族一路77號,22.6428206,120.313845,5,1,800,1,,,,商辦大樓,false
富棣御園大廈,高雄市鳳山區福祥街83號,22.5921237,120.3252604,9,48,192,2,2,2000年,14.2,住宅社區,false
"50層世貿大樓                                ",高雄市三民區民族一路80號,22.6431087,120.3147311,50,58,2800,8,,,,商辦大樓,false
文山君悅大樓,高雄市鳳山區八德路296巷28號,22.6397344,120.35558,15,174,696,4,2,2017年,25.0,住宅社區,false
巨業天下大樓,高雄市三民區大順二路147號,22.642356,120.326675,12,35,1200,1,,,,商辦大樓,false
大湖國家,高雄市鳳山區八德路102號,22.6385064,120.3602448,15,282,1138,10,10,1995年,16.9,住宅社區,false
時代富豪優生企業大樓,高雄市左營區博愛二路366號,22.6649863,120.3035701,28,106,3800,4,,,,商辦大樓,false
樹粼大樓,高雄市鳳山區北賢街1~35號,22.6393899,120.3695679,15,266,792,8,4,2018年,18.0,住宅社區,false
總裁時代廣場,高雄市左營區博愛四路2、6號,22.681247,120.310703,23,31,1500,1,,,,商辦大樓,false
舞悅天大樓,高雄市鳳山區北賢街290號,22.6479152,120.3700323,15,87,261,2,1,2014年,17.0,住宅社區,false
青鬆小品大樓,高雄市左營區明華一路350號,22.6632621,120.3041587,12,27,1100,1,,,,商辦大樓,false
大昌龍邸二期,高雄市鳳山區北文街131號,22.6442684,120.3688014,11~12,121,484,3,3,1996年,15.23,住宅社區,false
富國企業家大樓,高雄市左營區富國路185號,22.6635504,120.3065307,20,35,1700,2,,,,商辦大樓,false
俊冠博士園,高雄市鳳山區北文街60巷5號,22.6422943,120.3692635,13,145,580,5,5,1993年,12.0,住宅社區,false
世貿天廈大樓,高雄市左營區立文路77號,22.6643508,120.3044142,19,40,1600,2,,,,商辦大樓,false
旺時代大廈,高雄市鳳山區北明街178號,22.6438891,120.3695756,13,88,264,2,1,2019年,27.0,住宅社區,false
高雄農田水利會大樓,高雄市左營區明誠二路332號,22.661305,120.3081533,16,24,1700,3,,,,商辦大樓,false
晴天樹,高雄市鳳山區文化西路70巷20號,22.6356656,120.3484187,15,96,240,2,1,2017年,23.7,住宅社區,false
大順工商大樓(A棟),高雄市左營區大順一路91號,22.6558055,120.3113851,13,44,1500,1,,,,商辦大樓,false
希望城市第三期(歡樂區),高雄市鳳山區文化西路70巷1號,22.6352755,120.3483446,13~14,146,513,5,5,1997年,13.0,住宅社區,false
大順工商大樓(B棟),高雄市左營區大順一路93號,22.6558283,120.3113433,13,31,900,1,,,,商辦大樓,false
王象新特區大樓,高雄市鳳山區文化西路160巷26弄1號,22.6356081,120.3459961,13~15,160,640,6,6,1993年,14.4,住宅社區,false
永盛花園大廈,高雄市鳳山區西湖街52號,22.6202165,120.3743843,15,198,1016,7,7,1994年,16.85,住宅社區,false
博愛新幹線大樓,高雄市左營區裕誠路470號,22.6659175,120.3043725,7,4,300,1,,,,商辦大樓,false
陽光西班牙大樓,高雄市鳳山區和德街59號,22.6198041,120.3612832,14~15,214,824,7,6,2010年,22.0,住宅社區,false
亨南商業大樓,高雄市前金區五福三路52、54號,22.622109,120.297373,12,7,700,1,,,,商辦大樓,false
凡登18號公寓大廈,高雄市鳳山區五甲一路11-1號,22.6218866,120.3585862,15,97,388,3,1,2011年,19.0,住宅社區,false
亞太商業大樓,高雄市前金區五福三路63號,22.6214004,120.2965959,11,12,1100,1,,,,商辦大樓,false
大夢想家社區,高雄市小港區廈莊六街71號,22.5842855,120.3605226,15,204,486,6,4,2018年,18.0,住宅社區,false
大立投資錢場公寓大廈,高雄市前金區五福三路79號,22.6212734,120.296114,12,8,700,1,,,,商辦大樓,false
帝國大廈,高雄市岡山區岡山路267號,22.7936185,120.2957847,16,197,150,2,1,1994年,13.0,住宅社區,false
萬國商業大樓,高雄市前金區五福三路101號,22.6208048,120.2949725,10,18,600,1,,,,商辦大樓,false
"NEW STAR大樓",高雄市岡山區忠誠街219號,22.8023867,120.2967381,15,174,600,6,3,2018年,20.0,住宅社區,false
華銀七賢大樓,高雄市前金區七賢二路189號,22.6330426,120.295829,11,9,450,1,,,,商辦大樓,false
允堂經典國宴,高雄市前鎮區光華二路257號,22.6139904,120.3178887,16,106,424,4,3,1996年,15.2,住宅社區,false
世邦新銳大樓,高雄市前金區七賢二路249號,22.6318212,120.2921912,12,8,500,1,,,,商辦大樓,false
龍騰首席社區,高雄市前鎮區光華三路155號,22.6045328,120.3147235,15,363,1075,11,11,2006年,20.6,住宅社區,false
蒙娜麗莎大樓(1),高雄市前金區七賢二路396號,22.6308883,120.2883231,18,20,400,1,,,,商辦大樓,false
愛群大廈,高雄市前鎮區一心二路10號,22.610618,120.312614,11,55,174,2,2,1978年,14.0,住宅社區,false
蒙娜麗莎大樓(2),高雄市前金區七賢二路398號,22.6308107,120.2880796,18,19,400,1,,,,商辦大樓,false
民權皇家DC大廈,高雄市前鎮區民權二路80號,22.606323,120.310757,15~18,544,2445,17,17,1989年,18.4,住宅社區,false
中華世昌大廈,高雄市前金區中華三路98號,22.6284132,120.2965008,12,11,700,1,,,,商辦大樓,false
皇家貴賓大廈,高雄市前鎮區鄭和路63號,22.608155,120.31282,27,902,2706,24,12,1998年,15.0,住宅社區,false
三義興大樓,高雄市前金區中華三路152號,22.6313257,120.2953117,12,6,600,1,,,,商辦大樓,false
民權皇家大樓,高雄市前鎮區民權二路74號,22.6060497,120.3105236,16,155,620,5,5,1988年,16.4,住宅社區,false
大立商業大樓,高雄市前金區中華四路349號,22.6210157,120.2987908,12,14,800,1,,,,商辦大樓,false
光華甲區國宅社區,高雄市前鎮區嘉陵街42號B1,22.610709,120.315713,60,228,912,8,4,1995年,14.1,住宅社區,false
京城天下(B),高雄市前金區河東路8號,22.6217148,120.2911269,22,10,400,1,,,,商辦大樓,false
上閤築,高雄市前鎮區瑞發街45號,22.6064206,120.327893,15,152,608,5,4,2009年,15.4,住宅社區,false
京城天下(C),高雄市前金區河東路7號,22.6216479,120.291043,22,11,500,1,,,,商辦大樓,false
居見築大樓,高雄市前鎮區萬和街8號,22.588357,120.3204224,15,116,464,4,2,2013年,21.3,住宅社區,false
協進實業,高雄市前金區大同二路20號,22.627389,120.2956119,11,14,600,1,,,,商辦大樓,false
高巢家庭巴黎區,高雄市前鎮區凱旋四路270號,22.593442,120.311445,14,210,840,6,6,2000年,15.3,住宅社區,false
亞洲聯合大樓(1),高雄市前金區大同二路143號,22.6253474,120.2906026,12,12,600,1,,,,商辦大樓,false
純邦國宅社區大樓,高雄市前鎮區成功二路8號,22.6004457,120.3031975,14,120,400,5,5,2000年,16.0,住宅社區,false
亞洲聯合大樓(2),高雄市前金區大同二路145號,22.6252232,120.2901727,12,29,800,1,,,,商辦大樓,false
香榭大道大廈,高雄市前鎮區二聖路65巷10號之1,22.6119237,120.3314746,9,152,608,8,8,1996年,14.4,住宅社區,false
亞洲聯合大樓(3),高雄市前金區大同二路147號,22.6251811,120.2900506,12,13,700,1,,,,商辦大樓,false
得意人生二期社區,高雄市前鎮區瑞興街168號,22.6114835,120.3293516,14,84,336,6,6,1994年,13.0,住宅社區,false
企業首相大樓,高雄市前金區自強二路170號,22.6277367,120.2945083,12,12,600,1,,,,商辦大樓,false
龍揚巴黎大廈,高雄市前鎮區崗山南街277巷60號,22.604566,120.332879,95,190,760,7,7,1999年,14.7,住宅社區,false
中山清江大樓(1),高雄市前金區中山二路505號,22.620134,120.301913,12,22,1100,1,,,,商辦大樓,false
陽光情人大樓,高雄市前鎮區鄭和南路313號,22.605616,120.3155107,15,420,1680,11,10,2005年,20.7,住宅社區,false
航聯保險大樓,高雄市前金區中山二路533號,22.620786,120.30166,12,50,2000,,,,,商辦大樓,false
摩天高雄大廈,高雄市前鎮區文林街150號,22.6109594,120.304444,38,850,3400,14,5,1999年,20.0,住宅社區,false
遠東商業大樓,高雄市前金區中正四路136號,22.629992,120.297166,12,9,1100,1,,,,商辦大樓,false
美的皇家,高雄市前鎮區林森三路156號,22.61376,120.308893,21~22,243,980,7,6,1990年,14.0,住宅社區,false
華埠通商大樓,高雄市前金區中正四路103號,22.6299604,120.2982887,12,36,1500,1,,,,商辦大樓,false
萬代福第三代,高雄市前鎮區瑞隆路478號,22.6054849,120.3289687,11~15,125,625,6,3,1994年,12.7,住宅社區,false
永信中正金融大樓,高雄市前金區中正四路139號,22.629307,120.2966801,12,6,650,1,,,,商辦大樓,false
柏克萊大樓,高雄市前鎮區隆昌街3號,22.6032451,120.3279567,8,59,400,4,4,1995年,14.0,住宅社區,false
環球經貿大樓,高雄市前金區中正四路151號,22.6291905,120.2963091,13,24,1400,1,,,,商辦大樓,false
悠遊市大廈,高雄市前鎮區瑞吉街1號,22.59593,120.3174903,12~13,66,260,2,2,2005年,17.0,住宅社區,false
家天廈,高雄市前金區中華四路331號,22.6206232,120.2990203,12,12,950,1,,,,商辦大樓,false
Q1大廈,高雄市前金區中山橫路138號,22.6307388,120.2970221,15,200,800,4,2,2009年,22.0,住宅社區,false
律司樓,高雄市前金區市中一路166號,22.6253935,120.2918182,12,10,1100,1,,,,商辦大樓,false
國賓家祉華廈,高雄市前金區河東路2號,22.6212621,120.2910983,12,47,141,2,1,1981年,14.9,住宅社區,false
國賓財經,高雄市前金區市中一路167號,22.6254123,120.2912456,12,12,1050,1,,,,商辦大樓,false
36美境,高雄市前金區市中一路232號,22.6305573,120.2897337,14,35,140,2,1,2008年,22.0,住宅社區,false
國匯大廈,高雄市前金區市中一路242號,22.6312879,120.289331,11,4,700,1,,,,商辦大樓,false
星河匯大樓,高雄市前金區旺盛街46號,22.6313998,120.2926077,12,44,176,2,1,2015年,22.0,住宅社區,false
立德大樓,高雄市前金區旺盛街186號,22.6300812,120.2881935,8,17,900,1,,,,商辦大樓,false
永昌福門大樓,高雄市苓雅區四維四路188巷6號,22.614796,120.295115,13,36,132,1,1,2000年,16.47,住宅社區,false
科見大樓,高雄市前金區中華三路77號,22.626995,120.296596,12,9,800,1,,,,商辦大樓,false
苓雅香榭大樓,高雄市苓雅區輔仁路343號,22.6333078,120.3341884,13,86,336,2,3,2006年,16.33,住宅社區,false
中正新銳大樓,高雄市前金區文武二街163號,22.628176,120.295394,7,4,500,1,,,,商辦大樓,false
貴族儷舍,高雄市苓雅區永泰路72號,22.6151878,120.2954495,12,94,235,2,1,1990年,13.0,住宅社區,false
遠東ABC高雄智慧聯盟大樓(1),高雄市前鎮區擴建路1之16號,22.5900892,120.3027366,14,52,2200,2,,,,商辦大樓,false
松之國大廈南區,高雄市苓雅區福安路35巷1號,22.6252891,120.3307408,14,84,252,4,3,2013年,17.5,住宅社區,false
遠東ABC高雄智慧聯盟大樓(2),高雄市前鎮區擴建路1之26號,22.5900892,120.3027366,14,78,2200,2,,,,商辦大樓,false
首長寶座大廈,高雄市苓雅區民權一路26巷1號,22.618669,120.31454,50,150,600,2,2,1995年,16.2,住宅社區,false
小大亨大樓,高雄市前鎮區一心二路119號,22.612041,120.308437,12,48,800,1,,,,商辦大樓,false
警察一村社區,高雄市苓雅區五福一路19號,22.6294881,120.3207473,12,336,1344,14,14,1993年,18.0,住宅社區,false
企業領袖廣場(1),高雄市前鎮區一心一路239號,22.6085758,120.3159463,13,23,1200,2,,,,商辦大樓,false
海德堡(苓雅),高雄市苓雅區武營路693號,22.6235316,120.3356136,12~13,74,218,3,3,1994年,11.75,住宅社區,false
企業領袖廣場(2),高雄市前鎮區一心一路243號,22.608807,120.315807,13,32,1180,2,,,,商辦大樓,false
中正芳鄰,高雄市苓雅區福德一路65號,22.6339973,120.3351087,7,42,168,2,2,1992年,13.3,住宅社區,false
鴻海高軟研發大樓(A),高雄市前鎮區成功二路25號,22.6053131,120.3003288,14,13,2100,3,,,,商辦大樓,false
棋琴三重奏大樓,高雄市苓雅區中正一路150號,22.6286026,120.3316089,14,118,590,4,3,2004年,18.26,住宅社區,false
鴻海高軟研發大樓(C),高雄市前鎮區復興四路19號,22.6048812,120.3000979,14,10,2000,2,,,,商辦大樓,false
中正之星大廈,高雄市苓雅區中正一路228、230號,22.6291216,120.3297288,12,88,176,2,2,2003年,22.0,住宅社區,false
大眾財經大樓,高雄市前鎮區中山二路2號,22.6077235,120.3072893,28,106,3900,4,,,,商辦大樓,false
森之頌社區,高雄市苓雅區建國一路90號,22.631862,120.3326216,32,100,340,4,2,1999年,15.0,住宅社區,false
中華經貿中心,高雄市前鎮區中山二路91號,22.609237,120.306037,24,123,2200,5,,,,商辦大樓,false
家和萬世大廈,高雄市苓雅區建國一路199巷3弄1號,22.632675,120.3237425,13,132,528,6,3,1996年,15.6,住宅社區,false
國泰中央廣場,高雄市前鎮區中山二路260號,22.6133062,120.3051101,30,37,1200,2,,,,商辦大樓,false
