社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
站前85大樓,台中市中區綠川西街85號,24.1375557,120.6824696,12,8,800,,,,,商辦大樓,false
森悅,台中市南區大慶街一段130巷31~51號,24.114442,120.657226,12,127,381,4,4,2008年,20.0,住宅社區,false
國慶大樓,台中市中區雙十路一段1號,24.140233,120.685527,12,4,400,1,,,,商辦大樓,false
文心大三元,台中市南區大慶街二段6之16巷33~97號,24.1145865,120.6530951,16,585,1755,17,17,1995年,15.2,住宅社區,false
聖文心廣場(景和)1,台中市北屯區景和街396號,24.1697628,120.7081685,16,5,500,1,,,,商辦大樓,false
柳岸花明,台中市南區大慶街二段7巷27號,24.1136809,120.6521719,12、13,280,840,9,9,1993年,16.0,住宅社區,false
聖文心廣場(景和)2,台中市北屯區景和街398號,24.1697479,120.707967,16,5,500,1,,,,商辦大樓,false
大松花漾社區,台中市南區福田一街201、203、205號,24.1075931,120.6516245,12,150,550,4,3,2019年,22.0,住宅社區,false
聖文心廣場(東山),台中市北屯區東山路一段156之6號,24.1698413,120.7077408,16,23,1100,1,,,,商辦大樓,false
順天完全社區,台中市南區福田二街353號,24.1086727,120.6518094,18,330,990,10,8,2002年,19.76,住宅社區,false
鄉國文心大樓,台中市北屯區文心路三段1023號,24.1738343,120.6700422,13,37,1000,1,,,,商辦大樓,false
文心高第,台中市南區東興路一段25巷10號,24.1192995,120.6562089,14,266,798,9,9,2002年,21.4,住宅社區,false
人文經貿大樓,台中市北屯區文心路四段81號,24.174217,120.672076,24,66,1000,2,,,,商辦大樓,false
鳳止高梧,台中市南區德富路28號,24.1207675,120.6533513,15,110,330,4,2,2017年,28.7,住宅社區,false
凱薩假期大樓,台中市北屯區文心路四段672號,24.1718033,120.6867262,24,11,1600,1,,,,商辦大樓,false
德昌寶城,台中市南區德富路85號,24.1201655,120.6542991,8,51,159,3,3,1998年,16.0,住宅社區,false
宏台企業大樓,台中市北屯區文心路四段750號,24.1716292,120.6883778,12,18,1300,1,,,,商辦大樓,false
中國小莊,台中市南區德富路292號,24.1150374,120.6585205,10,133,399,7,7,1995年,14.16,住宅社區,false
我愛龍邦大樓(A),台中市北屯區文心路四段821號,24.1716052,120.6920217,25,2,1000,1,,,,商辦大樓,false
富貴家族,台中市南區仁和路282號,24.1261557,120.6833875,12,80,240,4,4,1994年,15.66,住宅社區,false
我愛龍邦大樓(B),台中市北屯區文心路四段823號,24.1716419,120.6918981,25,2,1100,1,,,,商辦大樓,false
美術堤香,台中市南區柳川東路一段9號,24.1268107,120.6597891,13,59,177,2,1,2000年,16.0,住宅社區,false
鼎天商務,台中市北屯區文心路四段955號,24.1714173,120.6951755,26,67,3200,,,,,商辦大樓,false
大東家南園,台中市南區學府路173號,24.1298329,120.6734366,15,165,495,8,8,1995年,13.72,住宅社區,false
大舜補習大樓,台中市北屯區北平路四段123號,24.1705205,120.6927998,10,6,700,1,,,,商辦大樓,false
復興小城第五期,台中市南區樹義五巷137弄53號,24.1105451,120.6550832,8,63,189,3,3,1993年,15.64,住宅社區,false
帝國大樓(台中),台中市北屯區北屯路360、366號,24.1753866,120.6993574,21,51,1700,2,,,,商辦大樓,false
興大翡儷,台中市南區仁義街231、235號；五權南路200、202號,24.1244718,120.6698832,14,323,969,7,4,2009年,21.64,住宅社區,false
阿波羅企業大樓,台中市北屯區北屯路390號,24.1773565,120.7002093,15,45,2000,1,,,,商辦大樓,false
南京大廈,台中市南區五權南路606號,24.1153819,120.67046,14,187,561,6,6,1993年,14.5,住宅社區,false
承昌財經大樓,台中市北屯區北屯路455號,24.183175,120.70177,12,17,1000,1,,,,商辦大樓,false
錦繡江山,台中市南屯區五權西路三段127號,24.1536337,120.6136783,12,96,288,4,4,1994年,15.37,住宅社區,false
金碧輝煌大樓(1),台中市北屯區昌平路一段95之8號,24.1710201,120.6909358,14,26,1400,1,,,,商辦大樓,false
富麗名門,台中市南屯區南屯路二段503號7樓,24.138322,120.6407865,10,27,81,1,1,1993年,15.0,住宅社區,false
金碧輝煌大樓(2),台中市北屯區遼陽四街135號,24.1723096,120.6899948,14,26,1300,1,,,,商辦大樓,false
博愛社區大樓,台中市南屯區博愛街109之1號,24.152662,120.6321959,14,350,1050,11,11,1994年,16.0,住宅社區,false
瑞聯大樓(1),台中市北屯區昌平路一段388號,24.1751502,120.6905682,12,16,500,1,,,,商辦大樓,false
得意家族,台中市南屯區建功路107號,24.1360099,120.606844,9,173,519,10,10,1999年,14.3,住宅社區,false
瑞聯大樓(2),台中市北屯區大連路三段16號,24.1752448,120.6909813,12,15,500,1,,,,商辦大樓,false
三采大業天地,台中市南屯區大業路569號,24.1533929,120.635598,16,185,555,7,7,1995年,22.6,住宅社區,false
瑞聯大樓(3),台中市北屯區大連路三段10號,24.1751686,120.6909508,12,15,500,1,,,,商辦大樓,false
龍觀天下住宅BC棟,台中市南屯區大光街117、119號,24.1491682,120.6477147,14~20,205,615,6,2,1994年,19.4,住宅社區,false
太舜天王大樓,台中市北屯區崇德路二段128號,24.1710339,120.68562,18,87,1500,2,,,,商辦大樓,false
勝美市,台中市南屯區寶山東二街19巷12號,24.1519355,120.6165938,12,84,252,6,6,2008年,21.0,住宅社區,false
台中崇德商業大樓,台中市北屯區崇德路二段252號,24.1749323,120.6859182,19,41,2100,2,,,,商辦大樓,false
飛夢特區,台中市南屯區寶山東二街8號,24.1525035,120.6171064,12,160,480,5,5,2010年,23.61,住宅社區,false
中科飯店,台中市北屯區崇德路二段256號,24.174796,120.6860409,19,13,1400,2,,,,商辦大樓,false
勝美極美社區,台中市南屯區寶山東二街19巷9號,24.1522249,120.6170462,12,224,672,8,8,2011年,22.0,住宅社區,false
太子金融中心,台中市北屯區崇德路二段416號,24.178729,120.686163,15,22,1600,2,,,,商辦大樓,false
超越2002大樓,台中市南屯區黎明東街501號,24.1516395,120.6360628,14,104,312,4,4,2004年,25.51,住宅社區,false
裕來辦公大樓,台中市北屯區進化北路63號,24.1628078,120.6900994,11,16,750,1,,,,商辦大樓,false
成吉思汗,台中市南屯區豐偉路89號,24.131901,120.644873,10,80,240,4,4,1994年,19.3,住宅社區,false
世基金融中心,台中市北區進化北路238號,24.1632259,120.684089,20,60,2200,2,,,,商辦大樓,false
中友綠園邸,台中市南屯區黎明路二段420、422、424、426、428號,24.1516464,120.6353448,18,447,1341,12,5,1997年,20.2,住宅社區,false
寶裕經貿大樓,台中市北區進化北路392之2號,24.1634993,120.677326,13,29,1200,1,,,,商辦大樓,false
全友敦南,台中市南屯區河南路四段460號,24.1491628,120.6374619,19,134,402,4,3,1999年,26.0,住宅社區,false
萬宝商業大樓,台中市北區北屯路14號,24.1603404,120.692129,10,12,900,1,,,,商辦大樓,false
寶輝公園尊邸,台中市南屯區河南路四段688號,24.145034,120.638634,14,240,720,8,7,1999年,24.8,住宅社區,false
華懋翠庭,台中市北區天津路三段28號,24.1696016,120.6800138,8,24,800,1,,,,商辦大樓,false
親家莊,台中市南屯區向上路五段8之22號,24.1481765,120.6150651,17,172,516,4,3,1997年,17.4,住宅社區,false
城市桂冠大廈,台中市北區文心路四段182號,24.173523,120.674677,21,33,1500,2,,,,商辦大樓,false
美村家族,台中市南屯區永春東七路800號,24.1479054,120.6338525,14,161,483,5,5,1999年,20.6,住宅社區,false
龍邦財經,台中市北區文心路四段202號,24.173076,120.676903,13,62,1800,2,,,,商辦大樓,false
鑫園21世紀,"台中市南屯區東興路二段104、106、108號; 大墩二街28號",24.1388662,120.6511106,14,134,510,3,2,1994年,17.0,住宅社區,false
總裁金融大樓,台中市北區文心路四段208之1號,24.1730693,120.6770505,13,17,1000,1,,,,商辦大樓,false
洪光佳園,台中市南屯區永春路12號,24.1416189,120.634431,8,63,242,4,4,1996年,15.99,住宅社區,false
國產都心大樓,台中市北區進化路575號,24.1596941,120.6941593,13,65,1200,1,,,,商辦大樓,false
向上園邸,台中市南屯區黎明東街197號,24.1465918,120.6372732,14,108,450,4,1,1955年,21.0,住宅社區,false
清海大樓,台中市北區中清路一段79號,24.1546207,120.6771246,15,23,1300,2,,,,商辦大樓,false
潤隆社區,台中市南屯區籠富12街7、9、11、13號,24.1409638,120.6271768,11,268,945,8,4,2018年,30.0,住宅社區,false
大總企業大樓,台中市北區中清路一段89號,24.1550019,120.6769276,18,42,1800,2,,,,商辦大樓,false
田心國宅B區,台中市南屯區惠弘街160號,24.1402626,120.6411749,16,82,246,3,1,1997年,14.12,住宅社區,false
慶禾財經大樓(1),台中市北區中清路一段100號,24.1536357,120.6774815,19,17,900,1,,,,商辦大樓,false
新樂園,台中市南屯區大墩西一街9之11號,24.137267,120.649054,8,77,231,2,1,1995年,25.0,住宅社區,false
慶禾財經大樓(2),台中市北區中清路一段102號,24.1537318,120.6774775,19,17,900,1,,,,商辦大樓,false
利亞倫敦,台中市南屯區大墩一街42號,24.1379924,120.6533876,16,210,630,6,4,1994年,20.08,住宅社區,false
聯將商務大樓,台中市北區中清路一段369號,24.1624574,120.6744162,12,15,1000,1,,,,商辦大樓,false
理想貴族,台中市南屯區東興西街9、11號,24.138576,120.651894,12,700,2100,6,2,1992年,16.92,住宅社區,false
凌群大樓,台中市北區中清路一段370、372號,24.1614658,120.6752748,12,22,1100,1,,,,商辦大樓,false
富比鄰大廈乙案,台中市南屯區大英街43號,24.1426611,120.6486556,7,30,90,2,1,1991年,18.8,住宅社區,false
匯豐財經大樓,台中市北區中清路一段447號,24.1655209,120.6735551,20,116,1900,2,,,,商辦大樓,false
瑩久全國一品,台中市西區中興街285巷1號,24.1537252,120.6627403,10,48,144,2,1,1997年,23.7,住宅社區,false
荷風麗品,台中市南屯區大墩二街46號；東興路二段109號,24.139102,120.652824,12,84,252,2,2,1999年,19.7,住宅社區,false
人和財訊大樓,台中市北區民權路361號,24.156828,120.6703845,12,7,700,1,,,,商辦大樓,false
百達馥麗,台中市西區中興街287、289號,24.1539989,120.6631207,15,144,432,4,2,2008年,26.0,住宅社區,false
歐香家園,台中市南屯區東興路二段273、275號,24.1435928,120.6528137,12,40,160,2,2,1994年,17.0,住宅社區,false
鴻運金企業大樓,台中市北區民權路559號,24.1618281,120.6703637,15,30,1300,1,,,,商辦大樓,false
長慶敦煌,台中市西區中美街24號,24.141796,120.660505,17,68,204,2,1,1996年,24.0,住宅社區,false
御華庭,台中市南屯區大墩四街216號,24.1410841,120.6500158,8,71,213,4,4,1993年,14.5,住宅社區,false
忠明大樓(德昌金融),台中市北區忠明路200號,24.1613688,120.6633901,13,26,1300,1,,,,商辦大樓,false
漢陞京華,台中市西區中美街363巷18號,24.151599,120.6596399,12,68,204,2,2,1994年,17.5,住宅社區,false
熊貓凱撒,台中市南屯區大墩四街326號,24.1414318,120.6462405,12,170,510,7,7,1998年,23.9,住宅社區,false
希爾斯大樓,台中市北區忠明路211號,24.163087,120.6657514,12,35,1800,1,,,,商辦大樓,false
宮廷皇家,台中市西區大昌街255號,24.148451,120.6521294,7,48,183,3,3,1993年,18.0,住宅社區,false
東興寧境,台中市南屯區大墩七街86號,24.1440591,120.6526149,14,162,486,5,5,1997年,21.0,住宅社區,false
龐畢度大樓,台中市北區忠明路502號,24.162633,120.673615,12,26,1700,1,,,,商辦大樓,false
鴻福名人華廈,台中市西區五權路2之138號,24.1396657,120.665874,12,183,549,2,1,1983年,14.5,住宅社區,false
星光大道社區,台中市南屯區大墩10街202號,24.1479215,120.6493,8,58,210,2,2,2007年,26.0,住宅社區,false
台中貿易中心大樓,台中市北區英才路396號,24.1540694,120.6675824,12,23,2070,1,,,,商辦大樓,false
太子種福,台中市西區五權西路一段230號,24.1404273,120.6563401,19,102,306,4,2,2007年,24.3,住宅社區,false
大台中新市,台中市南屯區大墩十一街537號,24.1486093,120.6375061,7,222,666,7,7,1997年,21.98,住宅社區,false
俊國商業大樓,台中市北區陜西路108號,24.172744,120.668323,15,21,1500,4,,,,商辦大樓,false
百達艷麗,台中市西區台灣大道二段419號,24.1549184,120.6630269,12,45,135,2,1,2010年,27.6,住宅社區,false
中友御品,台中市南屯區干城街328、330、332號,24.1522999,120.633856,18,72,216,4,3,1998年,21.2,住宅社區,false
聖堡大樓,台中市北區健行路371號,24.1589145,120.6829639,16,29,1400,1,,,,商辦大樓,false
紐約CBD,台中市西區美村路一段39之1號,24.1544603,120.6619409,11~14,112,336,4,4,2007年,30.0,住宅社區,false
順天科學家,台中市南屯區保安五街62號,24.1458032,120.6121193,12,132,396,4,4,2011年,23.11,住宅社區,false
台中宣教大樓,台中市北區健行路375號,24.1589229,120.6824051,16,24,1200,1,,,,商辦大樓,false
國泰美村名廈,台中市西區美村路一段164巷5號,24.1501404,120.6612357,7,72,216,6,6,1983年,19.1,住宅社區,false
陽光之邑,台中市南屯區文山九街111號,24.1506096,120.6128476,12,120,360,4,3,1995年,15.53,住宅社區,false
賴四安紀念大樓,台中市北區健行路581號,24.1589299,120.677378,12,10,1000,2,,,,商辦大樓,false
林森大地,台中市西區林森路100號,24.1380574,120.6704852,14,117,447,5,5,1999年,18.58,住宅社區,false
品閣,台中市南屯區忠勇路28號,24.1375963,120.6127937,12,92,276,4,2,2017年,22.9,住宅社區,false
德成大樓,台中市北區崇德路一段579號,24.166788,120.684766,12,32,1400,1,,,,商辦大樓,false
世華金融大樓,台中市西區民權路187、191、193之1號,24.1456159,120.670727,15,143,429,3,3,1983年,16.1,住宅社區,false
儷園華廈,台中市南屯區惠文南街261巷23號,24.1388383,120.6413165,10,108,270,6,6,1995年,20.14,住宅社區,false
洛克斐勒中心大樓(A),台中市北區崇德路一段631號,24.1674817,120.684873,22,58,1800,5,,,,商辦大樓,false
城市經典,台中市西區三民路一段50巷8號；三民路一段36號,24.130157,120.667319,13,1476,4428,11,2,1995年,16.0,住宅社區,false
光田生活觀邸,台中市南屯區文心一路402號,24.154413,120.63545,8,92,276,6,6,1995年,19.65,住宅社區,false
洛克斐勒中心大樓(B),台中市北區崇德路一段629號,24.1674421,120.6847664,22,59,1800,3,,,,商辦大樓,false
聖淘莎,台中市西區忠勤街12號,24.136871,120.666604,14,71,213,3,1,1995年,17.97,住宅社區,false
台中天母社區,台中市南屯區忠勇路52之75號,24.1455932,120.6149637,16,168,504,6,6,1995年,13.87,住宅社區,false
鄉林科學大樓,台中市北區博館路87號,24.1552507,120.666811,14,57,1200,,,,,商辦大樓,false
華美社區,台中市西區華美西街一段224巷2之1號,24.1630857,120.6624526,12,176,665,8,8,1993年,20.0,住宅社區,false
湖水岸,台中市南屯區文心南五路一段321號,24.131663,120.64448,14,132,396,3,4,1999年,24.0,住宅社區,false
魅力羅丹商務大樓,台中市北區華美街二段262號,24.1711323,120.667281,12,23,1650,1,,,,商辦大樓,false
大河文明,台中市西區向上南路一段120之1號,24.1450819,120.656177,12,92,276,4,4,2000年,24.3,住宅社區,false
富都灣,台中市烏日區環河路五段250號,24.1073575,120.5962427,12,172,510,8,6,2014年,18.2,住宅社區,false
麥當勞學士大樓,台中市北區學士路83號,24.1551467,120.6816231,12,8,1000,1,,,,商辦大樓,false
瑞聯天地D區,台中市西屯區福瑞街51號,24.1879324,120.6061551,15,280,1068,9,9,1994年,15.0,住宅社區,false
