社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
櫻花景綻,台中市烏日區環河路五段278號,24.1076121,120.5954297,12,92,276,4,4,2016年,23.42,住宅社區,false
康富經貿生技大樓,台中市北區學士路255、257號,24.161883,120.6806851,15,25,1100,2,,,,商辦大樓,false
國聚之幸,台中市西屯區福科路526巷2號,24.1866762,120.6154488,15,156,600,4,2,2019年,32.0,住宅社區,false
聚悅方庭,台中市烏日區環河北路216號、218號、220號,24.1013512,120.6245408,15,124,372,6,3,2019年,22.0,住宅社區,false
台中農田水利會尊賢大樓,台中市北區尊賢街7號,24.1487805,120.6853397,25,55,2400,2,,,,商辦大樓,false
俊國萬里星座,台中市西屯區福科路411巷1號,24.1828327,120.6206674,14,131,393,5,1,1993年,17.0,住宅社區,false
中華新象,台中市烏日區中華路294巷12弄2號,24.112449,120.638642,9,139,417,7,7,1996年,15.4,住宅社區,false
東大地產大樓,台中市北區忠明南路432號,24.1627741,120.6697658,12,12,700,1,,,,商辦大樓,false
上城社區,台中市西屯區台灣大道三段68號,24.162135,120.651511,22,440,1790,14,7,2006年,30.5,住宅社區,false
世界都心,台中市烏日區健行南路7號,24.1096849,120.5971763,12,110,330,5,5,2014年,19.01,住宅社區,false
新光產物保險大樓(台中)1,台中市北區臺灣大道二段340號,24.1539403,120.6660527,15,18,550,1,,,,商辦大樓,false
惠宇大容居,台中市西屯區大容東街88號,24.1573997,120.6483308,14,91,273,3,3,2007年,31.5,住宅社區,false
櫻花一綻,台中市烏日區三榮路一段377號,24.106369,120.604037,12,208,624,8,8,2014年,18.81,住宅社區,false
新光產物保險大樓(台中)2,台中市北區臺灣大道二段342號,24.1540627,120.6659766,15,18,550,1,,,,商辦大樓,false
太子劍橋,台中市西屯區臺灣大道四段1132號,24.1842968,120.6134424,90,197,591,6,6,2007年,23.4,住宅社區,false
明道生活城,台中市烏日區明德街114之1號,24.1083662,120.6347067,7,82,246,5,5,1997年,12.9,住宅社區,false
亞太雲端大樓,台中市北區台灣大道二段360號,24.1546544,120.6652973,28,92,3200,4,,,,商辦大樓,false
皇城園邸,台中市西屯區皇城街17號、19號、21號、23號、25號、27號、29號、31號,24.1734811,120.6612092,14,238,1130,12,8,2007年,19.2,住宅社區,false
太子三蕃街,台中市太平區中山路一段245巷18號,24.1435363,120.733507,10,270,810,3,2,2000年,13.27,住宅社區,false
國際貿易大樓(台中),台中市北區精武路338號,24.1460604,120.683074,12,6,800,1,,,,商辦大樓,false
文心綠映,台中市西屯區大容西街67號,24.158068,120.6486018,12,105,420,5,5,1997年,18.8,住宅社區,false
新生活梅園,台中市太平區永平南路40巷6號,24.1293219,120.7214559,8,136,408,8,8,1995年,14.65,住宅社區,false
三采企業大樓,台中市北區太原路130號,24.1652452,120.6701078,12,24,1100,1,,,,商辦大樓,false
牛津世界,台中市西屯區成都路279號,24.171459,120.664292,9,76,228,4,2,1994年,15.64,住宅社區,false
勝美悠活郡,台中市太平區新興路28號,24.1592207,120.7121141,14,390,1170,15,15,2013年,20.22,住宅社區,false
贏家天下,台中市北區太原路一段532號,24.1648931,120.673485,11,20,900,1,,,,商辦大樓,false
文心及第,台中市西屯區大恩街3號,24.1580414,120.6483313,12,162,648,9,5,1998年,18.4,住宅社區,false
名人山水,台中市太平區立言街64號,24.15214,120.71346,15,265,795,8,8,1992年,14.11,住宅社區,false
一信金融大樓,台中市北區五權路375號,24.152766,120.6806568,15,11,1100,2,,,,商辦大樓,false
成功之門,台中市西屯區政和路162號,24.1572797,120.640345,14,52,372,3,2,1999年,29.2,住宅社區,false
明道國際花園,台中市烏日區僑仁街35號,24.1063394,120.63992,13,112,336,4,4,2003年,18.54,住宅社區,false
梅川商業大樓,台中市北區梅川西路三段65號,24.1656431,120.6769887,12,52,1800,1,,,,商辦大樓,false
中港歡樂家族,台中市西屯區何厝東二街93之1~93之12號,24.1626744,120.6564907,7,97,383,6,6,1992年,16.53,住宅社區,false
四季水悅,台中市太平區旱溪西路二段169號,24.1601683,120.7037991,15,308,924,9,7,2019年,18.87,住宅社區,false
崇德皇家大樓,台中市北區永興街340號,24.1676918,120.6828909,7,6,200,1,,,,商辦大樓,false
大隆皇家,台中市西屯區大隆路70號,24.1567449,120.6524108,13,76,228,2,2,1994年,17.56,住宅社區,false
F1社區,台中市太平區環中東路三段788號,24.151908,120.7146192,15,223,896,6,6,2017年,22.0,住宅社區,false
錦德名廈,台中市北區興進路213號,24.1557933,120.6911283,14,21,600,,,,,商辦大樓,false
瑞聯天地J區,台中市西屯區福瑞街66巷8號,24.1866041,120.6064705,8,82,200,1,1,1994年,13.0,住宅社區,false
一中樂叙,台中市太平區新福東街50巷39號,24.1526812,120.7048119,15,82,246,2,1,2019年,20.0,住宅社區,false
劍橋企業大樓,台中市西屯區大容東街90號,24.1577331,120.6488197,12,12,800,1,,,,商辦大樓,false
大豪景花園廣場,台中市西屯區工業一路58巷11弄36號,24.178238,120.6137798,14,98,294,4,1,1993年,15.6,住宅社區,false
寓上樂灣,台中市太平區旱溪東路二段100號,24.1521512,120.7020494,12,186,744,5,5,2016年,22.0,住宅社區,false
碧根陽光廣場,台中市西屯區逢甲路19巷19號,24.1780207,120.6458371,2,51,500,2,,,,商辦大樓,false
景繡,台中市西屯區工業區一路98-11號,24.174657,120.613829,13,120,480,4,4,1994年,18.0,住宅社區,false
水岸之星,台中市太平區新興二街132號,24.1601907,120.7056539,14,247,741,8,6,2014年,21.0,住宅社區,false
利百代大樓,台中市西屯區大信街50、52、54、56、58、60號,24.1654248,120.6613982,9,66,1200,2,,,,商辦大樓,false
富宇寶座,台中市西屯區寶慶街50巷45號,24.1721812,120.6474006,10,93,279,4,2,1993年,19.17,住宅社區,false
新光和園,台中市太平區祥順路一段48、49、52、53號,24.1362319,120.7161531,12,136,408,4,4,2013年,18.0,住宅社區,false
環球企業大樓,台中市西屯區臺灣大道二段715號,24.1591232,120.6552464,12,28,1100,1,,,,商辦大樓,false
中科里仁,台中市西屯區國安一路210巷21號,24.1935887,120.6098998,12,1212,4430,50,25,1996年,17.0,住宅社區,false
三上悅讀,台中市太平區大仁街5、7號,24.130579,120.718717,12,83,249,3,2,2016年,20.0,住宅社區,false
長億金融大樓,台中市西屯區臺灣大道二段910號,24.1618971,120.6517309,14,49,2500,2,,,,商辦大樓,false
新杜拜,台中市西屯區國安一路125號,24.1912663,120.6127629,24,600,1800,8,4,2003年,28.29,住宅社區,false
佳福帝璽,台中市太平區立智街106、108、110、112、116號,24.158138,120.714294,14,153,459,5,5,2015年,21.0,住宅社區,false
亞太總部大樓(A),台中市西屯區臺灣大道三段528號,24.1685184,120.6405724,18,35,1600,1,,,,商辦大樓,false
"天璽 II",台中市西屯區市政北二路65號,24.1617303,120.6395511,14,38,152,1,1,2006年,34.0,住宅社區,false
台中小鎮新世界,台中市太平區成北路158巷24號,24.116617,120.715039,12,352,1056,8,8,1992年,14.0,住宅社區,false
亞太總部大樓(B),台中市西屯區臺灣大道三段542號,24.1686579,120.640519,18,8,1400,1,,,,商辦大樓,false
DUA逢甲,台中市西屯區青海南街33號,24.1725402,120.6362903,15,212,636,4,1,2019年,28.64,住宅社區,false
太子鎮,台中市太平區育賢路152號,24.1575207,120.7216439,12,308,924,12,12,1999年,16.0,住宅社區,false
東家大樓(台中),台中市西屯區臺灣大道四段771號,24.1806668,120.6194124,12,14,1000,,,,,商辦大樓,false
高第大廈,台中市西屯區櫻城五街21號,24.171713,120.650435,8,275,1100,5,5,1995年,21.0,住宅社區,false
健宏庭園,台中市太平區宜昌路465巷49號,24.1457188,120.7138887,16,105,315,3,3,1994年,11.1,住宅社區,false
白金世貿大樓,台中市西屯區台灣大道四段767號,24.18039,120.619782,13,39,1600,2,,,,商辦大樓,false
三普冠天下,台中市西屯區櫻城6街18號,24.1721138,120.6514171,9,110,330,4,1,1991年,17.0,住宅社區,false
中湖名廈,台中市大里區中湖路27號,24.0875213,120.6949694,7,49,147,3,3,2005年,9.3,住宅社區,false
中港世貿天下大樓,台中市西屯區臺灣大道四段925號,24.1817706,120.6170009,28,102,3200,4,,,,商辦大樓,false
漢唐盛世,台中市西屯區逢甲路253巷45號,24.175315,120.641407,12,198,594,6,6,1993年,19.0,住宅社區,false
現代羅馬,台中市太平區樹孝路115巷6號,24.152837,120.717363,12,120,360,4,4,1993年,14.0,住宅社區,false
敬業樂群大樓,台中市西屯區府會園道169號,24.1612435,120.6456882,14,11,1800,1,,,,商辦大樓,false
摩登歐洲,台中市西屯區逢甲路225巷42號,24.1759683,120.6412671,14,396,1188,11,11,1999年,23.16,住宅社區,false
新平華廈第五期,台中市太平區樹孝路337巷2弄1號,24.1553785,120.7190363,16,225,675,7,7,1995年,14.0,住宅社區,false
新光台中惠國大樓,台中市西屯區文心路二段645號,24.1617907,120.6485261,12,12,1300,2,,,,商辦大樓,false
櫻花LV假期,台中市大里區中湖路150巷1~36號,24.0862107,120.6924768,9,238,714,8,8,2007年,16.8,住宅社區,false
文心香榭大廈,台中市西屯區文心路三段13號,24.1634849,120.6498586,7,10,400,1,,,,商辦大樓,false
佳福佳璽,台中市大里區日新路348號,24.1151263,120.69247,13,72,261,3,3,2019年,20.0,住宅社區,false
協興大廈,台中市西屯區文心路三段219號,24.1720905,120.6618655,13,14,650,1,,,,商辦大樓,false
復新經典,台中市西屯區至善路133巷5號,24.176396,120.642317,70,146,438,7,5,1999年,21.0,住宅社區,false
大砌四方,台中市大里區內新街15號,24.114336,120.6903687,120,280,840,8,8,2006年,19.0,住宅社區,false
力霸經貿大樓(1),台中市西屯區文心路三段230號,24.1695923,120.6566378,12,3,1150,1,,,,商辦大樓,false
中港麗園,台中市西屯區至善路20號,24.170615,120.6390233,42,91,273,3,3,1999年,19.0,住宅社區,false
狀元及第,台中市大里區大明路141巷1號,24.1149615,120.685239,120,275,825,10,10,1994年,14.0,住宅社區,false
力霸經貿大樓(2),台中市西屯區文心路三段236、238號,24.1696284,120.6566876,6,23,1200,1,,,,商辦大樓,false
向陽新象,台中市西屯區上明一街73號、75號；至善路62號、64號、66號,24.1717345,120.6401489,14,103,403,3,3,1993年,21.72,住宅社區,false
大里市遠見大樓,台中市大里區中興路一段272巷2之1號,24.0865464,120.6967771,10,105,315,5,5,2005年,16.1,住宅社區,false
傑廣國際金融中心,台中市西屯區文心路三段241號,24.1725563,120.6629402,23,120,3500,4,,,,商辦大樓,false
泰鉅中港之星,台中市西屯區上安路18巷11號,24.1699513,120.6420353,9,123,369,6,6,2004年,27.2,住宅社區,false
興大之星,台中市大里區大明路428號,24.1151262,120.6772523,14,120,360,4,4,2010年,22.5,住宅社區,false
白金商務中心,台中市西屯區文心路三段296號,24.1704444,120.6585251,12,15,1200,1,,,,商辦大樓,false
小倆口大廈,台中市西屯區西屯路二段上石北二巷36號,24.172479,120.647385,8,73,219,2,1,1995年,19.0,住宅社區,false
歐米家II,台中市大里區大明路458號,24.115109,120.6766111,12,80,240,2,2,2004年,16.72,住宅社區,false
揚運通商大樓,台中市西屯區華美西街二段311號,24.1704743,120.6663572,15,32,1700,1,,,,商辦大樓,false
名流廣場大樓,台中市西屯區西屯路二段259之1~之20號,24.1726865,120.6450391,16,236,708,6,6,1995年,17.08,住宅社區,false
裕毛屋天廈,台中市大里區中與路二段671巷8弄1號,24.1165483,120.6890742,16,420,1260,7,7,1996年,16.03,住宅社區,false
財訊大樓,台中市西屯區重慶路99號,24.1642543,120.6549077,10,24,1300,1,,,,商辦大樓,false
寓上逢甲,台中市西屯區西屯路二段269之21號,24.173605,120.6444359,14,166,498,4,3,2013年,29.0,住宅社區,false
德昌國寶富貴區大廈,台中市大里區中興路一段382巷21號,24.0918155,120.692388,14,142,568,5,4,1994年,13.33,住宅社區,false
東大企業大樓,台中市西屯區寧夏路195號,24.1695102,120.6597265,12,18,1180,1,,,,商辦大樓,false
麗致逢甲,台中市西屯區西屯路二段281號,24.1761249,120.6436919,12,78,290,2,2,2011年,24.14,住宅社區,false
德昌國寶吉祥區,台中市大里區中興路一段382巷79號,24.0923338,120.6931698,14,184,736,6,6,1993年,13.87,住宅社區,false
揚運企業,台中市西屯區漢口路二段138、140號,24.1655221,120.6628714,13,25,1150,,,,,商辦大樓,false
佳茂康朵,台中市西屯區弘孝路161號,24.1695702,120.6474441,11、12,301,903,4,2,2010年,27.0,住宅社區,false
廣三台中新花園城,台中市大里區大智路522~546號,24.1233828,120.6901919,12、13,150,450,5,5,1993年,13.82,住宅社區,false
漢口商業大樓,台中市西屯區漢口路二段151號,24.1652868,120.6617334,14,69,1400,2,,,,商辦大樓,false
熊貓麗晶,台中市西屯區弘孝路95號、97號、99號；青海路二段153號,24.1685341,120.6462415,14,161,483,5,4,1998年,21.0,住宅社區,false
大智花園城,台中市大里區大智路567、569、571、573、575、577號,24.1232869,120.6904129,13,432,1296,9,9,1993年,15.66,住宅社區,false
歐洲桂冠三期,台中市西屯區何厝東二街23號,24.1611171,120.6559533,12,15,800,1,,,,商辦大樓,false
東海羅曼羅蘭,台中市西屯區西屯路三段164之19號,24.1883953,120.6176835,15~16,64,230,3,3,1992年,16.0,住宅社區,false
廣三甲天廈,台中市大里區新仁路一段217巷1號,24.1103598,120.7012987,8,352,1307,13,13,1998年,15.25,住宅社區,false
新都心辦公大樓,台中市西屯區西屯路二段256巷6號,24.170911,120.647307,22,118,1700,2,,,,商辦大樓,false
文心加賀青田區,台中市西屯區天水西四街3、5、7號,24.1666066,120.6550224,7、9,62,240,3,3,2012年,25.0,住宅社區,false
碩茂小時代,台中市大里區樹王路255號,24.1074686,120.6692135,11,144,432,2,1,2018年,23.2,住宅社區,false
名流廣場大樓,台中市西屯區西屯路二段259之3號,24.1726865,120.6450391,13,31,1100,1,,,,商辦大樓,false
文心加賀天水區,台中市西屯區天水西五街1、3、5、7號,24.1666066,120.6550224,11,100,380,4,4,2012年,25.0,住宅社區,false
城市之星,台中市大里區德芳南路306巷1~16號,24.1032067,120.685949,15,196,588,5,5,2005年,19.0,住宅社區,false
新國自在大樓,台中市西屯區市政北一路1號,24.1568519,120.6464849,8,30,1200,1,,,,商辦大樓,false
中港盛世,台中市西屯區上安路60、68、60之6號,24.1707127,120.6409622,13,195,585,6,3,1995年,21.4,住宅社區,false
大鉅虹,台中市大里區新芳路55號,24.1037706,120.6865129,13,108,324,4,4,1999年,19.0,住宅社區,false
山木市政廣場(1),台中市西屯區市政北一路77號,24.1580977,120.6433136,15,22,500,1,,,,商辦大樓,false
瑞聯天地P區,台中市西屯區福順路867號、879號、889號,24.1859161,120.6077882,14,246,738,9,9,1994年,18.0,住宅社區,false
中興新大禮,台中市大里區永隆九街65號,24.1156726,120.6764897,10,164,492,4,2,2005年,19.1,住宅社區,false
山木市政廣場(2),台中市西屯區市政北一路77之1號,24.1580977,120.6433136,15,22,500,1,,,,商辦大樓,false
傑暘名廈,台中市西屯區安和路181號,24.1861279,120.626414,10,40,120,2,1,1992年,14.0,住宅社區,false
青成漂亮2,台中市大里區環中東路六段368號,24.106594,120.69392,11,64,192,2,1,2015年,20.6,住宅社區,false
親家T3市政國際中心,台中市西屯區市政路500號,24.1601261,120.6379211,29,116,3400,4,,,,商辦大樓,false
公園市二期,台中市西屯區福上巷251弄41號,24.1741634,120.6510144,10,69,207,3,1,1996年,19.0,住宅社區,false
綠意親境,台中市大里區公園街425巷9號,24.085647,120.692806,12,175,525,8,8,1995年,12.6,住宅社區,false
二十街商業大樓,台中市西屯區大墩二十街99號,24.159067,120.652968,7,55,1100,1,,,,商辦大樓,false
元城三穗,台中市西屯區明達街89號,24.1769764,120.6424333,9、12,96,288,4,4,2011年,24.0,住宅社區,false
市府大堂,台中市中區市府路125號,24.141862,120.682216,7,12,36,1,1,2020年,25.0,住宅社區,false
首都資訊廣場,台中市西屯區大墩二十街118號,24.1594598,120.6531211,7,20,900,1,,,,商辦大樓,false
中港世紀紅,台中市西屯區上明三街26號,24.171069,120.6424511,182,403,1209,13,13,1996年,21.0,住宅社區,false
美通大樓,台中市中區市府路156號,24.1429659,120.683366,12,25,75,1,1,1978年,13.0,住宅社區,false
建佳財經天下,台中市西屯區大容東街66號,24.1567148,120.6479639,12,13,800,1,,,,商辦大樓,false
中港假期,台中市西屯區上安里上安路101巷1、9號；至善路42、58號,24.1712827,120.6396268,14,205,615,5,5,1998年,21.0,住宅社區,false
義大利大樓,台中市潭子區頭家路201號,24.1959432,120.6959126,9,85,255,4,4,1997年,14.0,住宅社區,false
台中工業區科技大樓,台中市西屯區工業區38路208號,24.17382,120.58845,7,14,700,2,,,,商辦大樓,false
佳福謙里,台中市西屯區何厝街37巷11、13、15號,24.1618035,120.6538176,12,77,290,3,3,2012年,27.0,住宅社區,false
五福新城吉祥區,台中市潭子區大新路59巷2號、4號,24.2021069,120.7072966,8,72,280,5,4,1993年,14.3,住宅社區,false
台中工業區科技大樓,台中市西屯區工業區38路210號,24.1735864,120.5886845,7,11,600,2,,,,商辦大樓,false
厚昌磚情,台中市西屯區何厝街67巷28號,24.1631165,120.6548755,16,31,119,2,2,1999年,18.0,住宅社區,false
台中先知社區,台中市潭子區圓通南路81巷8~85號,24.2063591,120.7084514,11,198,594,9,9,1997年,14.53,住宅社區,false
中港天下,台中市西屯區精誠路14號,24.1572942,120.6571709,9,28,1600,1,,,,商辦大樓,false
世界之心,台中市西屯區文心路三段6、6之6號,24.163689,120.65061,26,546,1638,5,2,2009年,27.0,住宅社區,false
慶懋巨鎮,台中市潭子區中山路一段15巷7之1號,24.1894327,120.7013382,17,352,1056,9,9,1995年,15.19,住宅社區,false
中港長鴻(1),台中市西屯區河南路二段262號之1、3、5、7、9、11、13,24.175396,120.649356,13,70,3500,2,,,,商辦大樓,false
新鳳凰城,台中市西屯區河南路二段40之8號,24.1731244,120.6605404,16,206,796,6,6,1994年,18.5,住宅社區,false
開心一百,台中市潭子區中山路一段一巷72號,24.1879245,120.7004729,13,168,504,6,6,1995年,17.0,住宅社區,false
中港長鴻(2),台中市西屯區河南路二段262號之2、4、6、8、10,24.175396,120.649356,13,60,3000,2,,,,商辦大樓,false
皇家天廈,台中市西屯區河南路二段319號,24.1729452,120.6465017,14,435,1305,6,3,1998年,19.0,住宅社區,false
魯班造鎮,台中市潭子區榮興街57巷22-1號,24.1890185,120.7010886,12,297,891,10,10,1993年,15.92,住宅社區,false
燕國天地,台中市西屯區黎明路三段330號,24.181811,120.6387832,12,8,800,1,,,,商辦大樓,false
中港大囍市,台中市西屯區河南路二段470、476號,24.170581,120.643046,12,60,240,2,2,1997年,18.7,住宅社區,false
潭子卿家,台中市潭子區勝利八街20號,24.2107639,120.7001032,9,68,262,3,3,1995年,15.2,住宅社區,false
香榭麗廣場大樓(1),台中市西區華美西街一段34號,24.1527303,120.6582769,12,4,250,1,,,,商辦大樓,false
臻愛,台中市西屯區環中路二段1577號,24.173496,120.634115,29,122,484,4,2,2019年,32.0,住宅社區,false
健康佳園,台中市潭子區勝利六街1、5、9、15、17、19、123、127、131號,24.2096758,120.7007523,13,97,297,4,4,1996年,16.0,住宅社區,false
香榭麗廣場大樓(2),台中市西區華美西街一段36號,24.1528285,120.6582669,12,4,250,1,,,,商辦大樓,false
浪漫紐約,台中市北區進化北路259號,24.1628855,120.6839182,30,144,432,2,2,2008年,26.0,住宅社區,false
微笑城市,台中市大雅區建興路112巷15、17、19號,24.2153037,120.6663613,12、14,126,378,5,3,2013年,20.0,住宅社區,false
香榭麗廣場大樓(3),台中市西區華美西街一段40號,24.1530225,120.658257,12,4,200,1,,,,商辦大樓,false
新新加坡,台中市北區進化北路396號,24.1634019,120.6770414,42,99,297,3,3,1996年,14.59,住宅社區,false
中港財星大樓,台中市西區華美西街一段85號,24.1548953,120.6592769,12,10,400,1,,,,商辦大樓,false
柏悅特區,台中市北區育樂街39號,24.1572533,120.6925282,15,93,330,2,1,2016年,29.0,住宅社區,false
中港戰國策大樓,台中市西區華美西街一段142號,24.1581132,120.6613549,14,34,1200,1,,,,商辦大樓,false
奇異果大廈,台中市北區北平路二段5號,24.1718669,120.672339,7,142,426,3,2,1997年,16.5,住宅社區,false
經國綠園道,台中市西區中興街233號,24.1522241,120.6627812,14,23,1000,1,,,,商辦大樓,false
林鼎日光寓,台中市北區五權路216號,24.1504551,120.6767165,12,76,228,2,2,2017年,29.0,住宅社區,false
萬福聯合大樓,台中市西區館前路55號,24.1537573,120.6641138,12,29,1150,1,,,,商辦大樓,false
環亞大廈,台中市北區北屯路45號,24.1604868,120.691738,12,70,210,1,1,1997年,16.5,住宅社區,false
三中大樓,台中市西區博館路117號,24.1564984,120.6652074,12,19,900,1,,,,商辦大樓,false
陽光綠意二期,台中市北區華美街二段246號,24.1706624,120.6672875,14,87,261,4,1,1991年,14.3,住宅社區,false
登科鴻運(1),台中市西區向上路一段30號,24.1468245,120.6670044,12,10,600,1,,,,商辦大樓,false
蘇富比,台中市北區永定一街24號,24.1704281,120.677493,11,82,328,4,4,1994年,17/,住宅社區,false
登科鴻運(2),台中市西區向上路一段36號,24.1468455,120.6668244,12,9,500,1,,,,商辦大樓,false
牛津風情畫,台中市北區安順二街9號,24.174621,120.680364,14,140,420,4,4,1996年,18.0,住宅社區,false
中正實業大樓,台中市西區台灣大道一段726號,24.1475638,120.6739099,12,49,1600,1,,,,商辦大樓,false
喬城集賢大樓,台中市北區柳川西路四段1號,24.1493381,120.6783007,12,190,760,2,1,1985年,14.78,住宅社區,false
親家台灣大道廣場(1),台中市西區台灣大道二段2號,24.1481678,120.673492,20,40,900,1,,,,商辦大樓,false
佳茂上苑,台中市北區太原路二段1號,24.165313,120.674148,15,58,232,4,1,2014年,28.0,住宅社區,false
親家台灣大道廣場(2),台中市西區台灣大道二段6號,24.1591747,120.657302,20,39,900,1,,,,商辦大樓,false
慶橋長隄公寓大廈,台中市北區梅川西路三段39巷18號,24.166366,120.6762669,14,130,390,5,5,2000年,19.54,住宅社區,false
木玉商業大樓,台中市西區臺灣大道二段16號,24.1483545,120.6731675,23,50,2300,3,,,,商辦大樓,false
環眾花與綠大廈,台中市北區崇德路一段256巷2號,24.1610239,120.686166,11,68,258,4,1,1993年,16.1,住宅社區,false
台灣國寶科技大樓,台中市西區臺灣大道二段107號,24.1497715,120.6707213,13,34,1400,,,,,商辦大樓,false
順天獅子城,台中市北區太原路二段182號,24.1651168,120.6804316,14,298,894,7,7,2005年,22.2,住宅社區,false
中港通商大樓,台中市西區臺灣大道二段186號,24.1513769,120.6700861,18,51,2000,5,,,,商辦大樓,false
勝美悅榕,台中市北區太原路三段71號,24.1653607,120.6877369,13,52,156,2,1,2008年,23.0,住宅社區,false
龍邦世貿大樓(1),台中市西區臺灣大道二段218號,24.1521315,120.6690084,38,56,2400,,,,,商辦大樓,false
衛道大第,台中市北區綏遠路一段1-17號,24.1661817,120.6805196,8,77,231,5,5,1997年,17.0,住宅社區,false
龍邦世貿大樓(2),台中市西區臺灣大道二段220號,24.1522112,120.6687526,38,41,2100,,,,,商辦大樓,false
檸檬樹三期,台中市北區綏遠路一段26之1~之18號,24.1663316,120.6811034,14,231,693,7,7,1999年,21.0,住宅社區,false
環宇實業大樓,台中市西區臺灣大道二段285號,24.1529633,120.6665371,32,73,2900,3,,,,商辦大樓,false
迎翠社區,台中市北區文昌東一街109號,24.1675462,120.6766736,14,60,180,3,1,2019年,27.0,住宅社區,false
企業家大樓(1),台中市西區臺灣大道二段300號,24.1534737,120.6670151,12,6,600,1,,,,商辦大樓,false
夢大樓,台中市北區漢口路四段49號,24.16713,120.6763266,13,155,465,2,1,2000年,15.0,住宅社區,false
企業家大樓(2),台中市西區英才路406號,24.1536176,120.667216,12,5,500,1,,,,商辦大樓,false
親家居禮,台中市北區陜西路62號,24.1686478,120.6683851,9,84,252,3,3,2011年,25.0,住宅社區,false
傑聯智慧大樓,台中市西區台灣大道二段375號,24.1542759,120.6641803,12,16,1100,1,,,,商辦大樓,false
I世代,台中市北區山西路一段,24.1651206,120.6755644,12,139,417,4,2,2000年,20.0,住宅社區,false
全國商業大樓,台中市西區台灣大道二段406號,24.1552918,120.6645373,13,24,1100,1,,,,商辦大樓,false
曉明儷晶,台中市北區漢口路四段62號,24.166223,120.6751229,14,438,1314,4,1,1996年,20.0,住宅社區,false
林鼎高峰,台中市西區臺灣大道二段489號,24.156285,120.660112,33,50,4600,3,,,,商辦大樓,false
邦廷敦品,台中市北區文心路四段172號,24.1736974,120.6741842,14,43,129,2,1,2000年,22.0,住宅社區,false
大安通商大樓,台中市西區臺灣大道二段501號,24.1565085,120.6595701,26,20,2000,2,,,,商辦大樓,false
統領花園,台中市北區文武街2號,24.1538223,120.6769235,14,70,210,3,1,1989年,15.02,住宅社區,false
台灣省建築師公會會館,台中市西區臺灣大道二段536號,24.157357,120.6605071,11,23,1000,2,,,,商辦大樓,false
惠宇科博,台中市北區忠太東路56號,24.1617071,120.6682947,14,99,297,3,3,1998年,25.61,住宅社區,false
企業天廈大樓,台中市西區臺灣大道二段545號,24.1569524,120.6587517,12,26,1400,1,,,,商辦大樓,false
麗園道,台中市北區忠太東路117、118、119號,24.1641592,120.6715049,21,230,690,8,3,1995年,16.5,住宅社區,false
中港七喜大樓,台中市西區台灣大道二段99巷3號,24.1495107,120.6706092,7,9,150,1,,,,商辦大樓,false
中清社區,台中市北區福壽街6號,24.1728369,120.669824,56,228,684,8,8,1984年,19.0,住宅社區,false
四維大樓,台中市西區三民路一段174號,24.138164,120.6752921,12,18,1100,1,,,,商辦大樓,false
堤雅墨,台中市北區東漢街9號,24.1658196,120.6793508,15,104,312,4,4,2008年,23.45,住宅社區,false
NPC國際廣場,台中市西區五權路1之67號,24.1491459,120.674722,22,82,2100,2,,,,商辦大樓,false
鳳翔樓,台中市北區東光二街1號,24.1530551,120.6996008,7,46,138,2,2,1988年,14.4,住宅社區,false
長億實業大樓,台中市西區五權路2之3號,24.1390538,120.6658764,15,13,800,2,,,,商辦大樓,false
東光一期B區,台中市北區東成三街228號,24.1558952,120.7018267,42,105,315,6,6,1994年,15.8,住宅社區,false
美術皇家保誠人壽大樓,台中市西區五權路2之106、107號,24.1390538,120.6658764,20,42,2050,2,,,,商辦大樓,false
東光二期,台中市北區東成路47巷6號,24.1575769,120.7009064,12,165,495,7,7,1993年,14.27,住宅社區,false
五權商務,台中市西區五權路2之143號,24.136967,120.666011,12,8,800,1,,,,商辦大樓,false
東光三期,台中市北區東成三街296號,24.1564232,120.7014537,8,245,735,14,14,1994年,14.97,住宅社區,false
縱橫天下(台中),台中市西區五權西路一段257號,24.1398725,120.6560624,17,42,1400,2,,,,商辦大樓,false
俾士麥公寓大廈,台中市北區東光東街26號,24.1542568,120.6999443,7,120,360,7,7,1992年,15.86,住宅社區,false
誠泰商業大樓(1),台中市西區五權五街151號,24.1364119,120.6591932,12,44,500,2,,,,商辦大樓,false
樂高420,台中市北區東光路398號,24.1585649,120.699699,12,99,297,3,3,1999年,18.8,住宅社區,false
誠泰商業大樓(2),台中市西區五權五街139巷20號,24.1360622,120.6594456,12,44,500,1,,,,商辦大樓,false
莒光新城,台中市北區錦中街105號,24.1557843,120.6869351,14~15,1078,3234,39,20,1985年,16.2,住宅社區,false
廣福通商大樓,台中市西區公益路132號,24.150959,120.6603403,26,2,800,1,,,,商辦大樓,false
寶璽翠庭,台中市北屯區柳陽東街70~83號,24.1757527,120.6935184,13,186,558,6,6,1994年,15.86,住宅社區,false
亞田實業大樓,台中市西區公益路155巷9號,24.1502959,120.664564,12,9,1400,1,,,,商辦大樓,false
中清皇家,台中市北屯區新興路6巷9號,24.193266,120.66089,8,75,225,5,1,1993年,12.0,住宅社區,false
巴塞隆納大樓,台中市西區公益路199號,24.1506743,120.6606217,13,8,1000,,,,,商辦大樓,false
