社區,地址,Latitude,Longitude,樓層數,企業主數,人數預估,安裝片數,棟數,落成,坪價,類型,強調
冠昱紫金城,新北市新莊區幸福路604~626號、670巷2弄1~23號,25.0493215,121.4519656,10,220,660,12,12,1989年,30.8,住宅社區,false
皇勝新城,新北市土城區中央路一段318巷12號,24.982175,121.442495,11,38,114,2,1,2010年,32.62,住宅社區,false
信義7號大樓,新北市新莊區五權ㄧ路7號,25.0668691,121.45855,8,65,1400,1,,,,商辦大樓,false
台灣科技總部,新北市新店區中興路二段192號,24.9732215,121.5485176,13,52,1500,2,,,,商辦大樓,false
淡水站前大樓社區,新北市淡水區英專路65巷17號,25.1711186,121.4450153,7~14,249,747,5,3,2007年,39.0,住宅社區,false
台北大都心,新北市新莊區幸福路801巷6號,25.0487378,121.4459839,9,281,861,10,10,1995年,34.0,住宅社區,false
中央大道,新北市土城區中央路三段183號,24.9651276,121.4314775,16,266,798,7,6,2005年,27.78,住宅社區,false
產業園區和平大樓(A),新北市新莊區五權二路20號,25.066602,121.45761,8,62,1600,1,,,,商辦大樓,false
台灣科技二期,新北市新店區中興路二段196號,24.974027,121.548581,10,14,1100,1,,,,商辦大樓,false
海宴大廈,新北市淡水區英專路172號,25.1728031,121.4481622,13,327,981,5,5,2004年,20.65,住宅社區,false
心悅中原社區,新北市新莊區福前街63巷2之1號,25.0540014,121.463715,13,78,240,3,2,2013年,44.03,住宅社區,false
得意人生二期公寓大廈,新北市土城區中央路三段187號,24.9648782,121.4309469,16,345,1035,10,5,1995年,27.0,住宅社區,false
產業園區和平大樓(B),新北市新莊區五權二路22號,25.0672049,121.4582365,8,64,1700,1,,,,商辦大樓,false
行遍天下大樓,新北市新店區中興路三段3號,24.976919,121.545983,12,8,1900,2,,,,商辦大樓,false
心悅灣,新北市淡水區大同路79號,25.1395071,121.4613786,7,34,162,2,2,2018年,24.22,住宅社區,false
英倫雙星牛津區,新北市新莊區中安街50號,25.0469731,121.4526237,13,72,216,2,1,2014年,36.99,住宅社區,false
頂埔名邸,新北市土城區中央路四段165巷15號,24.9561463,121.4161329,11,43,172,2,1,2013年,38.46,住宅社區,false
台安科技,新北市新莊區新北大道二段312號,25.0613695,121.4640529,11,12,1100,2,,,,商辦大樓,false
崟豐辦公大樓,新北市新店區北新路一段69號,24.9601696,121.5382111,5,8,400,1,,,,商辦大樓,false
關渡站前A區,新北市淡水區民權路177巷55號,25.1338157,121.4604853,7,320,996,8,8,1999年,29.0,住宅社區,false
這一站幸福聽風館,新北市新莊區中平路184巷19、21、23、25、27、29、31號,25.0478387,121.4468628,14,80,240,2,1,2019年,41.19,住宅社區,false
得意人生一期,新北市土城區中央路四段289~307號,24.9523716,121.4114872,7,222,666,14,14,1992年,24.0,住宅社區,false
遠東巨人企業總部,新北市新莊區思源路23、25、27、29、31號；中正路66、68號,25.038926,121.459929,13,45,1800,1,,,,商辦大樓,false
都會通大廈,新北市新店區北新路一段293號,24.9675472,121.5411582,19,15,1800,2,,,,商辦大樓,false
有富假期,新北市淡水區八勢一街51號,25.155682,121.462084,11,27,111,2,2,2003年,27.0,住宅社區,false
都市特區,新北市新莊區中平路270巷7弄16、18號,25.0510522,121.4461303,16,201,603,5,5,1995年,33.67,住宅社區,false
新冠園公寓大廈,新北市土城區中央路四段386巷4號2樓,24.9546844,121.412471,7,28,100,1,1,1994年,29.0,住宅社區,false
玉璽大樓,新北市新莊區中正路160、162號,25.0360176,121.4513189,7,7,300,1,,,,商辦大樓,false
南都大樓,新北市新店區北新路三段82號,24.9806966,121.5420162,12,33,1100,1,,,,商辦大樓,false
泊山石,新北市淡水區八勢一街65號,25.1550451,121.4620677,10,18,54,1,1,2016年,35.0,住宅社區,false
法國勳章A,新北市新莊區中平路377巷17弄28、30號,25.051728,121.443579,13,165,495,5,5,2005年,39.0,住宅社區,false
東方之龍,新北市土城區清水路68、70號,24.9816315,121.4562969,14,156,471,6,6,1994年,30.74,住宅社區,false
羅孚宮大廈,新北市新莊區中正路312、314、316號,25.0350726,121.4464987,12,13,550,1,,,,商辦大樓,false
台北矽谷(1),新北市新店區北新路三段205號,24.9841243,121.5397461,15,70,3200,4,,,,商辦大樓,false
幸福捷境社區,新北市淡水區八勢一街63巷8號,25.1552796,121.462767,10,83,126,4,2,2012年,21.9,住宅社區,false
台北加州EF,新北市新莊區中平路110巷1~36號,25.0462066,121.4451708,7~19,349,1047,20,12,1991年,28.0,住宅社區,false
金雞報喜,新北市土城區學士路21~23號、學士路33巷1~29號,24.9820067,121.4537333,12~16,253,760,9,8,1995年,35.4,住宅社區,false
龍品財經大樓,新北市新莊區中正路387號,25.0344893,121.4457239,13,14,600,1,,,,商辦大樓,false
台北矽谷(2),新北市新店區北新路三段207號,24.9848767,121.5399642,15,92,2700,6,,,,商辦大樓,false
淡水小城社區,新北市淡水區學府路102巷1、3、5、7、9號,25.171986,121.452845,18,390,1170,8,6,1995年,19.0,住宅社區,false
文化社區,新北市新莊區中平路270巷9之1、9之2號；中平路270巷11之1、11之2號,25.050399,121.445632,15,264,790,10,5,2000年,33.0,住宅社區,false
馥華城安,新北市土城區學士路386、388、390、392、394、396、398號,24.9775544,121.4467,14,80,240,2,1,2019年,38.4,住宅社區,false
動力企業總部A棟,新北市新莊區中正路649號,25.0308399,121.4293713,12,58,2200,,,,,商辦大樓,false
台北科學城,新北市新店區北新路三段213號,24.9853053,121.5402896,16,67,2700,4,,,,商辦大樓,false
淡大財庫,新北市淡水區學府路136巷57號,25.1728117,121.45282,14,1292,3876,11,6,2008年,21.34,住宅社區,false
法國勳章B,新北市新莊區中平路377巷17弄63、65號,25.0522636,121.4440241,13,198,594,6,6,2004年,38.0,住宅社區,false
合陽晶城,新北市土城區延和路14號,24.9879803,121.4641547,11,106,318,5,5,2006年,32.0,住宅社區,false
動力企業總部B棟,新北市新莊區中正路651、653號,25.0259567,121.4177726,12,71,2100,,,,,商辦大樓,false
正中科技大樓,新北市新店區復興路43號,24.9868512,121.5370759,10,15,500,1,,,,商辦大樓,false
淡江柏園二期AB區,新北市淡水區鄧公路29巷2號,25.170034,121.4516992,16,124,372,3,3,1996年,18.3,住宅社區,false
富國錄社區,新北市新莊區萬安街47巷19、21號,25.024478,121.422282,14,87,261,3,3,2006年,32.0,住宅社區,false
春風得意,新北市土城區延和路26~40號,24.988392,121.464852,11,99,297,4,4,2000年,33.3,住宅社區,false
TOP企業總部大樓,新北市新莊區中正路657號,25.0305291,121.4283871,10,51,1300,2,,,,商辦大樓,false
正中復興大樓,新北市新店區復興路45號,24.986762,121.5367631,10,8,450,1,,,,商辦大樓,false
台北灣觀海社區,新北市淡水區新市一路2~102號,25.1827464,121.4449052,21,378,1134,15,9,2011年,21.9,住宅社區,false
中華大樓公寓大廈,新北市新莊區中華路二段260號,25.0534526,121.4529622,17,233,699,5,3,1993年,34.0,住宅社區,false
超級台北旺角,新北市土城區金城路三段11-17號,24.986388,121.464636,16,124,372,4,4,1998年,32.8,住宅社區,false
WIN企業總部,新北市新莊區中正路657之11號,25.0300606,121.4289165,10,14,1000,2,,,,商辦大樓,false
亞洲新銳大樓,新北市新店區民權路50~52號,24.9830151,121.5392303,10,16,1500,2,,,,商辦大樓,false
圓閣社區,新北市淡水區新市一路一段99巷17、19號,25.1876472,121.4308665,15,84,252,2,1,2014年,18.0,住宅社區,false
泰隆新莊C區大樓,新北市新莊區中榮街152巷13號,25.0533689,121.4459319,8,171,513,9,9,1999年,34.8,住宅社區,false
大順小倆口,新北市土城區立德路109號,24.987416,121.46399,18,388,1164,8,4,1999年,34.0,住宅社區,false
倍速企業大樓,新北市新莊區中正路665號,25.0129781,121.4119731,10,43,1000,1,,,,商辦大樓,false
民權大樓(新店),新北市新店區民權路88號,24.9835734,121.5367631,12,48,1100,2,,,,商辦大樓,false
佳昂晴海,新北市淡水區新市一路一段331巷52號,25.1862914,121.4359558,15,317,951,10,4,2015年,23.24,住宅社區,false
翠亨邨第五期,新北市新莊區裕民街90巷16~30號,25.023832,121.4178574,8,59,177,3,3,1999年,28.0,住宅社區,false
藝載金城,新北市土城區金城路一段40號,24.969723,121.441823,10,60,180,2,2,1995年,26.0,住宅社區,false
賀舜大樓,新北市新莊區中正路702號,25.0265224,121.4174853,6,5,200,1,,,,商辦大樓,false
江陵國際企業(A),新北市新店區民權路108號,24.9831293,121.5356399,10,18,1400,1,,,,商辦大樓,false
邁阿密社區,新北市淡水區新市一路三段101巷16弄38號,25.1845762,121.4466934,15,146,438,5,5,2012年,21.0,住宅社區,false
翠亨邨第六期,新北市新莊區裕民街90巷1~17號,25.0235854,121.4181034,9,63,189,4,4,2002年,30.44,住宅社區,false
合協京城,新北市土城區金城路三段35~43號,24.986876,121.465697,6,134,402,6,3,2010年,41.7,住宅社區,false
鴻星大樓,新北市新莊區中港路306號,25.0451809,121.4526851,12,31,400,2,,,,商辦大樓,false
江陵國際企業(B),新北市新店區民權路108號之1~4,24.9829413,121.5356772,10,43,1200,2,,,,商辦大樓,false
新浦東社區,新北市淡水區新市一路三段101巷100號,25.185269,121.445542,15,315,1103,10,8,2010年,25.0,住宅社區,false
麗景中國,新北市新莊區後港一路3~13號；民安路37巷2~10號,25.0268962,121.4240744,8,154,462,7,7,1993年,32.1,住宅社區,false
城龍公寓大廈,新北市土城區金城路三段176~182號,24.9876449,121.467797,22,304,912,8,4,1997年,41.4,住宅社區,false
博偉建設商業大樓,新北市新莊區中華路二段5-19號,25.045314,121.453543,12,52,1000,2,,,,商辦大樓,false
遠東ABC商業園區NO.3(A),新北市新店區民權路130巷2、4號,24.983499,121.53511,5,10,700,1,,,,商辦大樓,false
歡天喜地社區,新北市淡水區新市一路三段107號,25.1831812,121.4465345,15,316,948,14,7,2009年,25.0,住宅社區,false
東村Aone,新北市新莊區後港一路173號,25.0283577,121.4325198,15,402,1206,4,2,2013年,28.0,住宅社區,false
中正大廈,新北市土城區金城路三段209~215號,24.9896289,121.470487,12,48,144,2,2,1994年,38.0,住宅社區,false
三德大樓,新北市新莊區壽山路33之5號,25.0301279,121.418353,9,9,600,1,,,,商辦大樓,false
遠東ABC商業園區NO.3(B),新北市新店區民權路130巷6、8號,24.98378,121.53509,5,10,600,1,,,,商辦大樓,false
和丰社區,新北市淡水區新市二路二段52~88號,25.1954573,121.4271598,15,168,336,5,3,2015年,19.49,住宅社區,false
宏盛巴黎,新北市新莊區建安街16巷2~14號,25.0261901,121.4279936,12,180,540,5,5,1996年,30.0,住宅社區,false
安和苑,新北市土城區永豐路13巷23~55號,24.9887311,121.4624804,15,233,699,8,4,2018年,40.0,住宅社區,false
中華電信新莊營運處,新北市新莊區中華路一段57號,25.0389345,121.4518414,6,1,800,1,,,,商辦大樓,false
遠東ABC商業園區NO.3(C),新北市新店區民權路130巷10、12號,24.9838052,121.5346359,5,7,500,1,,,,商辦大樓,false
山海青社區,新北市淡水區新市二路四段70-88號,25.192504,121.4424456,11~12,104,312,4,4,2012年,19.4,住宅社區,false
宏泰大城,新北市新莊區建安街35巷20號B1,25.0257994,121.429297,8,320,960,20,20,1997年,29.9,住宅社區,false
福禧花園生活廣場,新北市土城區永豐路147~149號,24.9829468,121.4671878,14,353,1059,10,10,1995年,32.5,住宅社區,false
幸福A+(A棟),新北市新莊區幸福東路60號,25.0494758,121.4650165,10,11,600,2,,,,商辦大樓,false
遠東ABC商業園區NO.3(D),新北市新店區民權路130巷14、16號,24.983993,121.5348653,5,7,700,1,,,,商辦大樓,false
富樂恬,新北市淡水區新市二路四段230巷50、52、56、58、60、62、66號,25.1909306,121.4454809,15,95,285,2,1,2017年,21.8,住宅社區,false
花園新都,新北市新莊區建安街26巷6弄1、3號,25.02593,121.42841,7,75,225,5,5,1995年,29.4,住宅社區,false
金寶大道,新北市土城區仁愛路8號,24.9810064,121.4599556,7,84,323,6,3,1997年,35.6,住宅社區,false
幸福A+(B棟),新北市新莊區幸福東路62號,25.0495219,121.4648994,10,11,600,,,,,商辦大樓,false
遠東ABC商業園區NO.3(G),新北市新店區民權路130巷1、3號,24.9838557,121.534633,5,4,600,1,,,,商辦大樓,false
新市鎮崁頂社區,新北市淡水區崁頂三路129號,25.200149,121.431359,17~18,645,2292,22,11,2000年,12.43,住宅社區,false
鼎上苑,新北市新莊區建安街67~69號、71巷1~19號,25.0249593,121.4280921,14,96,457,3,3,2012年,38.4,住宅社區,false
凱都金鑽,新北市土城區仁愛路46巷1.3號,24.980334,121.460113,13,80,240,3,3,1996年,31.8,住宅社區,false
五角商業園區(A),新北市泰山區明志路三段515號,25.031835,121.4211606,10,21,700,1,,,,商辦大樓,false
遠東ABC商業園區NO.3(F),新北市新店區民權路130巷5、7號,24.9835048,121.5348222,5,5,600,1,,,,商辦大樓,false
海洋都心,新北市淡水區新市五路三段152~348號,25.1978422,121.4375508,26~27,1658,4974,24,8,2015年,22.26,住宅社區,false
台北華府第三期,新北市新莊區建安街92巷37號,25.024861,121.4255457,42,158,632,6,6,1993年,27.85,住宅社區,false
京美社區,新北市土城區土城區中洲路30巷39、35、37號,24.9589294,121.4133461,19,269,1080,8,4,2014年,22.46,住宅社區,false
五角商業園區(B),新北市泰山區新北大道六段411號,25.0320698,121.4213328,10,14,600,1,,,,商辦大樓,false
遠東ABC商業園區NO.3(E),新北市新店區民權路130巷9號,24.9838117,121.5350043,5,11,800,1,,,,商辦大樓,false
皇城家天下社區,新北市淡水區後洲路一段159號,25.1989712,121.4279823,12,215,645,9,9,2010年,17.0,住宅社區,false
頂好新象第二期,新北市新莊區建安街103~109號；101巷2弄1~8號；4弄1~8號,25.0241215,121.4266587,7,136,408,10,10,1994年,30.34,住宅社區,false
東輝新鑽,新北市土城區青雲路37之1~3號、青雲路39巷1.3.5.7號,24.9661646,121.4414608,7,56,168,4,4,1994年,36.1,住宅社區,false
五角商業園區(C),新北市泰山區貴鳳街1號,25.031558,121.421456,10,14,700,1,,,,商辦大樓,false
薪寶商業大樓,新北市新店區寶橋路48號,24.975118,121.545989,10,22,1200,1,,,,商辦大樓,false
歡喜自在社區,新北市淡水區新市一路三段5號,25.1832184,121.4450024,13,189,567,6,6,2008年,22.0,住宅社區,false
忠承星鑽,新北市新莊區中和街83號,25.047714,121.447339,9,49,147,4,4,2000年,30.0,住宅社區,false
青雲華城,"新北市土城區明德路一段240巷48-52號 青仁路41號",24.9784222,121.4599207,8,133,530,5,5,1995年,30.78,住宅社區,false
五角商業園區(D),新北市泰山區新北大道六段403號,25.0318425,121.4218608,10,8,700,1,,,,商辦大樓,false
崟豐事業大樓,新北市新店區寶橋路88號,24.9754006,121.5467597,10,5,900,1,,,,商辦大樓,false
川普寬庭,新北市淡水區中山北路二段189巷17號,25.1852269,121.4433632,14,140,420,5,3,2017年,28.19,住宅社區,false
海牙社區,新北市新莊區中和街155巷26、28、30、32、34號,25.049856,121.4467089,18,240,720,4,2,1994年,33.0,住宅社區,false
雙囍大樓,新北市土城區立仁街34巷2、6、8、10號,24.9830019,121.4601215,11,42,126,2,1,2014年,40.5,住宅社區,false
五角商業園區(E),新北市泰山區新北大道六段399號,25.0321453,121.4215073,10,17,600,1,,,,商辦大樓,false
TOP科技大樓,新北市新店區寶橋路188號,24.9778755,121.5502726,20,15,1200,1,,,,商辦大樓,false
和韻社區,新北市淡水區崁頂三路85號,25.1966148,121.4305425,15,142,568,4,2,2017年,22.29,住宅社區,false
民全新居,新北市新莊區民全街9巷1、3號,25.0215215,121.4287199,24,46,108,3,3,1994年,25.0,住宅社區,false
上下一家,新北市鶯歌區三鶯路29巷15號,24.9400893,121.3551345,7,89,270,2,2,1995年,22.8,住宅社區,false
五角商業園區(F),新北市泰山區新北大道六段397號,25.0321932,121.4215963,10,13,800,1,,,,商辦大樓,false
全球科技特區(1),新北市新店區寶橋路235巷118、120號,24.9831184,121.550966,8,20,700,1,,,,商辦大樓,false
勤家捷奏,新北市淡水區崁頂三路167號,25.2011986,121.430322,14,168,504,4,2,2017年,16.69,住宅社區,false
龍天下,新北市新莊區青山路一段8、10號,25.02767,121.411694,12,81,243,3,3,1996年,24.0,住宅社區,false
慕嵐,新北市鶯歌區國中街113號,24.9410678,121.341316,13,98,294,4,3,2018年,20.93,住宅社區,false
府中金融大廈,新北市板橋區府中路22~24號,25.0097422,121.4597356,7,11,900,1,,,,商辦大樓,false
全球科技特區(2),新北市新店區寶橋路235巷122、124、126、128號,24.9834448,121.5514463,8,13,700,1,,,,商辦大樓,false
氧生樹社區,新北市淡水區山子邊3之1號,25.182868,121.486206,12,52,156,2,1,2000年,18.69,住宅社區,false
碧瑤凱悅公寓大廈,新北市新莊區新樹路364號,25.0032366,121.4326733,14,96,384,3,3,2005年,29.45,住宅社區,false
易居邦一期,新北市鶯歌區國中街121號,24.9407486,121.3406925,11~12,98,300,2,2,2017年,19.8,住宅社區,false
中華電信文山大樓,新北市板橋區信義路83號,24.9945904,121.4572461,7,1,1000,1,,,,商辦大樓,false
全球科技特區(3),新北市新店區寶橋路235巷130、132、134、136、138號,24.9836429,121.5521007,8,25,700,2,,,,商辦大樓,false
心之界社區,新北市淡水區濱海路三段148巷36號,25.1918255,121.4277755,12,124,372,5,4,2013年,20.64,住宅社區,false
世界盃雅典特區,新北市新莊區新樹路609號,25.0040494,121.4339857,15,200,700,7,7,2006年,25.3,住宅社區,false
合嘉易居邦二期,新北市鶯歌區國中街125號,24.9405134,121.3407815,11,98,294,2,2,2019年,17.74,住宅社區,false
中華電信板橋服務中心,新北市板橋區民族路166號,25.0085491,121.4650883,8,1,700,1,,,,商辦大樓,false
遠東世紀ABC大樓(A棟),新北市新店區寶橋路235巷131~137-4號,24.9840081,121.551627,8,22,900,1,,,,商辦大樓,false
凱旋世紀社區,新北市淡水區義山路一段216號,25.1908088,121.4384592,15,53,159,1,1,2016年,23.5,住宅社區,false
世界盃雪梨特區,新北市新莊區新樹路611.611-1號,25.0173047,121.4328539,15,205,615,6,6,2007年,25.44,住宅社區,false
陶花源公寓大廈,新北市鶯歌區國中街170號,24.939652,121.3386894,8,180,630,10,9,2006年,18.0,住宅社區,false
"中華電信學院 板橋會館",新北市板橋區民族路168號,25.0080295,121.4666129,9,1,700,2,,,,商辦大樓,false
遠東世紀ABC大樓(B棟),新北市新店區寶橋路235巷121~129-4號,24.9832667,121.5505476,8,52,1000,1,,,,商辦大樓,false
日若山莊,新北市淡水區水碓25巷24號,25.222207,121.474466,11,440,880,20,10,1994年,9.0,住宅社區,false
現代巴黎,新北市新莊區新樹路613~627號,25.0038272,121.4336822,15,540,1620,12,12,2008年,29.0,住宅社區,false
歡喜就好,新北市鶯歌區永明街77-115號,24.9560807,121.341176,8,167,668,7,7,1997年,16.0,住宅社區,false
"中華電信學院 板橋會館",新北市板橋區民族路166號,25.0085491,121.4650883,7,1,700,1,,,,商辦大樓,false
全球工業總部(1),新北市新店區寶橋路235號6弄2號,24.9802846,121.5522854,8,12,350,1,,,,商辦大樓,false
上水社區,新北市淡水區義山路一段381號,25.1906426,121.4378625,15,87,261,2,2,2019年,21.0,住宅社區,false
現代東京,新北市新莊區新樹路629~631號,25.0029316,121.4338409,15,189,570,6,6,2008年,24.0,住宅社區,false
和瑞微美,新北市鶯歌區鳳五路6號,24.9710824,121.3314339,11,245,735,7,6,2018年,20.46,住宅社區,false
皇族新都,新北市板橋區民族路186~188號,25.0076356,121.4678421,12,14,750,1,,,,商辦大樓,false
全球工業總部(2),新北市新店區寶橋路235號6弄3號,24.9803136,121.5523131,8,12,350,1,,,,商辦大樓,false
布拉諾花園,新北市淡水區坪頂路56、56之1、56之2、56之3、56之5、56之6、56之7、56之8、56之9、56之10、56之11號,25.1624647,121.4582678,11,362,1384,8,4,2019年,23.26,住宅社區,false
輔大金莊,新北市新莊區民安路426號,25.0228304,121.4326246,10,202,606,11,11,2007年,27.5,住宅社區,false
鶯歌京典公寓大廈,新北市鶯歌區建國路122~126號,24.9541076,121.3519397,10,57,170,2,1,1997年,22.9,住宅社區,false
重慶大樓,新北市板橋區重慶路260號,25.0006935,121.462882,13,15,400,1,,,,商辦大樓,false
全球工業總部(3),新北市新店區寶橋路235號6弄4號,24.9803476,121.5523323,8,12,350,1,,,,商辦大樓,false
天泉大廈,新北市八里區龍米路一段208號,25.1283891,121.4520983,29,478,1912,6,2,2007年,30.12,住宅社區,false
一品莊,新北市新莊區中原東路2~8號、89巷10~16號,25.0548971,121.4655832,17,96,280,5,2,2012年,35.2,住宅社區,false
生活藝術家,新北市鶯歌區建國路46之1~46之5,24.9556711,121.3557379,13,451,1300,15,15,2005年,23.57,住宅社區,false
金鑽大樓,新北市板橋區南雅南路一段8號,25.0065308,121.456001,11,13,250,2,,,,商辦大樓,false
全球工業總部(4),新北市新店區寶橋路235號6弄5號,24.9803855,121.5523398,8,12,350,1,,,,商辦大樓,false
萊茵風情,新北市八里區中山一路398巷20號至50號,25.0769603,121.4691067,11,112,336,3,3,1997年,19.0,住宅社區,false
合康新世代,新北市新莊區中原東路95、97、99、101、103、105、107號,25.0542072,121.4621144,18,116,348,2,1,2017年,39.7,住宅社區,false
山河戀,新北市鶯歌區成功街6之6、6之8號,24.957297,121.3586974,13,294,1176,10,7,2007年,18.57,住宅社區,false
弘裕大樓,新北市板橋區中山路一段48號,25.0089321,121.4609082,9,4,300,1,,,,商辦大樓,false
全球工業總部(5),新北市新店區寶橋路235號6弄6號,24.9805006,121.5522865,8,12,350,1,,,,商辦大樓,false
關渡夏威夷,新北市八里區新北市八里區中山路二段181號,25.1502811,121.4049503,8,133,532,7,7,1993年,20.98,住宅社區,false
合康新世紀,新北市新莊區中原東路123號,25.0542666,121.4614545,18,227,681,4,2,2015年,45.0,住宅社區,false
富貴吉祥,新北市鶯歌區育德街39之1號,24.9551182,121.3441481,80,270,810,8,8,1997年,19.83,住宅社區,false
久揚大樓(A),新北市板橋區中山路一段293號之1,25.0143707,121.4705622,14,27,900,1,,,,商辦大樓,false
全球工業總部(6),新北市新店區寶橋路235號6弄7號,24.9804587,121.5523186,8,12,350,1,,,,商辦大樓,false
愛琴海大廈,新北市八里區中山路二段218號,25.1516,121.40506,9,178,712,9,9,1996年,20.08,住宅社區,false
愛的世界,新北市新莊區民安西路88巷5弄10號,25.0195204,121.4259755,7,336,1008,21,21,1994年,28.84,住宅社區,false
龍比金鑽,新北市鶯歌區建國路129號,24.9539815,121.3517705,20,80,240,2,2,1995年,21.88,住宅社區,false
久揚大樓(B),新北市板橋區中山路一段293號之2,25.0143707,121.4705622,14,17,900,1,,,,商辦大樓,false
全球工業總部(7),新北市新店區寶橋路235號6弄8號,24.9804905,121.5522944,8,13,350,1,,,,商辦大樓,false
鴻運華夏公寓大廈,新北市八里區中山路二段323巷1~19號,25.1475184,121.4007827,7,70,210,5,5,1995年,18.0,住宅社區,false
溫家堡,新北市新莊區民安西路212巷8號,25.0148986,121.4252427,12,49,147,2,2,2010年,27.92,住宅社區,false
麗寶香榭,新北市鶯歌區建國路8號,24.9562816,121.3560749,11,204,612,9,9,2008年,24.0,住宅社區,false
統領新都大樓,新北市板橋區中山路二段62號,25.0157681,121.4741077,11,21,1000,1,,,,商辦大樓,false
全球工業總部(8),新北市新店區寶橋路235號6弄9號,24.9805208,121.5522679,8,13,350,1,,,,商辦大樓,false
關渡小城社區,新北市八里區中華路二段308巷6弄13-15號,25.1489723,121.4038841,7,228,684,14,14,1993年,16.0,住宅社區,false
櫻花世家,新北市新莊區民安西路252巷13、15、17、19號,25.0132449,121.425581,15,117,360,4,2,2017年,31.96,住宅社區,false
謙學社區,新北市鶯歌區中正三路137號,24.9404108,121.3372675,13,98,300,3,3,2017年,25.2,住宅社區,false
勝輝都匯中心,新北市板橋區中山路二段443巷75、77、79號,25.0226032,121.4807564,18,14,1200,2,,,,商辦大樓,false
全球工業總部(9),新北市新店區寶橋路235號6弄10號,24.9804857,121.5521545,8,13,350,1,,,,商辦大樓,false
台北晴灣,新北市八里區忠孝路299號,25.1612016,121.4194959,14,250,750,8,4,2019年,25.0,住宅社區,false
紅蘋果社區,新北市新莊區民安西路252巷3號-5號,25.0135514,121.4255783,10,128,488,8,8,1998年,26.0,住宅社區,false
家隆花園,新北市鶯歌區中正三路147巷,24.9402124,121.3368057,7,55,165,4,4,1994年,17.3,住宅社區,false
寶群大樓,新北市板橋區文化路一段30號,25.0114149,121.4592598,7,7,450,1,,,,商辦大樓,false
全球工業總部(10),新北市新店區寶橋路235號6弄11號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
鶴馨居,新北市八里區仁愛路15號,25.1608587,121.4134246,14,224,896,8,8,1996年,19.88,住宅社區,false
民生社會社區,新北市新莊區民安西路376號,25.010634,121.428033,10,180,495,15,6,1997年,22.0,住宅社區,false
總統美夢,新北市鶯歌區光照街21-33號,24.93984,121.337543,8,70,280,5,5,1998年,18.4,住宅社區,false
華新花園大廈(1),新北市板橋區文化路一段141號,25.015532,121.462114,12,6,500,1,,,,商辦大樓,false
全球工業總部(11),新北市新店區寶橋路235號6弄12號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
勤樸天翔社區,新北市八里區文昌七街183號,25.1527403,121.4094634,11,74,240,2,2,2019年,19.0,住宅社區,false
新北市青年社會住宅中和館(1)-(4),新北市中和區景德街5~25號,24.9904693,121.5187659,15,1140,3420,10,4,2016年,只租不賣,住宅社區,false
美麗宏國(甲區),新北市鶯歌區高職西街50、52、54、56號,24.9424105,121.3369867,12,186,558,4,4,1999年,13.99,住宅社區,false
華新花園大廈(2),新北市板橋區文化路一段145號,25.01581,121.4623205,12,46,1800,1,,,,商辦大樓,false
全球工業總部(12),新北市新店區寶橋路235號6弄13號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
摩登原始人社區,新北市八里區頂寮三街22號,25.1255952,121.4515525,10,126,504,2,2,1996年,28.09,住宅社區,false
晴好,新北市中和區大勇街31巷35號,24.994871,121.5170837,13,32,96,1,1,2018年,49.42,住宅社區,false
美麗宏國(乙區),新北市鶯歌區高職西街41、43號,24.941964,121.337071,12,189,567,4,4,1995年,37.82,住宅社區,false
華新花園大廈(3),新北市板橋區文化路一段147號,25.0157943,121.4622619,12,7,600,1,,,,商辦大樓,false
全球工業總部(13),新北市新店區寶橋路235號6弄14號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
黃金映象,新北市林口區公園路163號,25.0716387,121.3706714,13,106,324,4,4,1998年,22.34,住宅社區,false
世紀雙星,新北市中和區景新街430號,24.9885763,121.5130447,7,24,72,2,1,1998年,42.6,住宅社區,false
悅讀MIHO,新北市鶯歌區高職西街86號,24.941947,121.3360869,10~11,115,345,4,4,2001年,14.2,住宅社區,false
田明文化大樓,新北市板橋區文化路一段266號,25.02076,121.466952,22,116,4400,2,,,,商辦大樓,false
全球工業總部(14),新北市新店區寶橋路235號6弄15號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
菁英賞,新北市林口區公園路187號,25.0721294,121.3716817,10,115,345,6,6,2006年,26.36,住宅社區,false
和平世紀麗池區,新北市中和區忠孝街2巷10號,24.9816025,121.5096859,11,70,280,4,2,2011年,35.7,住宅社區,false
寶筑君品,新北市鶯歌區高職西街112號,24.9410255,121.3359043,12,45,135,2,1,2016年,18.29,住宅社區,false
文化勳章,新北市板橋區文化路二段84~100號,25.0256839,121.470011,6,24,500,2,,,,商辦大樓,false
全球工業總部(15),新北市新店區寶橋路235號6弄16號,24.9805506,121.5522407,8,13,350,1,,,,商辦大樓,false
輕井澤,新北市林口區林口路83之1號,25.0799594,121.389634,10,39,156,2,1,2017年,25.88,住宅社區,false
喜來登,新北市中和區民德路189巷1號~3號,24.9992686,121.4686342,14,48,144,6,5,2000年,35.58,住宅社區,false
公園堡,新北市鶯歌區重慶街28、30、32號,24.9525608,121.3512696,12,192,576,6,6,2008年,22.88,住宅社區,false
